transacao_id,cpf,data_compra,split,elegivel_downstream
10992,175.408.030-88,2023-11-12,train,True
10993,750.143.910-95,2023-11-12,train,True
10994,287.501.600-87,2023-11-12,train,True
10995,719.931.980-08,2023-11-12,train,True
10996,085.947.231-05,2023-11-12,train,True
10997,391.364.096-77,2023-11-12,train,True
10998,977.962.733-20,2023-11-12,train,True
10999,650.536.311-40,2023-11-12,train,True
11000,078.803.453-70,2023-11-12,train,True
11001,808.139.662-48,2023-11-12,train,True
11002,076.113.924-92,2023-11-12,train,True
11003,041.039.545-58,2023-11-12,train,True
11004,002.882.065-76,2023-11-12,train,True
11005,199.329.949-10,2023-11-12,train,True
11006,243.818.024-20,2023-11-12,train,True
11007,174.095.804-70,2023-11-12,train,True
11008,423.530.731-23,2023-11-12,train,True
11009,272.667.744-46,2023-11-12,train,True
11010,608.771.463-49,2023-11-12,train,True
11011,842.278.790-35,2023-11-12,train,True
11012,917.328.222-71,2023-11-12,train,True
11013,823.369.326-01,2023-11-12,train,True
11014,751.514.271-56,2023-11-12,train,True
11015,372.302.042-91,2023-11-12,train,True
11016,761.371.864-66,2023-11-12,train,True
11017,300.343.045-92,2023-11-12,train,True
11018,007.004.652-27,2023-11-12,train,True
11019,119.889.216-19,2023-11-12,train,True
11020,467.807.666-23,2023-11-12,train,True
11021,529.301.160-05,2023-11-12,train,True
11022,149.928.609-07,2023-11-12,train,True
11023,892.814.482-54,2023-11-12,train,True
11024,604.587.654-73,2023-11-12,train,True
11025,880.136.076-23,2023-11-12,train,True
11026,046.098.605-89,2023-11-12,train,True
11027,948.577.689-68,2023-11-12,train,True
11028,365.881.575-25,2023-11-12,train,True
11029,111.026.967-65,2023-11-12,train,True
11030,047.176.349-77,2023-11-12,train,True
11031,102.567.758-77,2023-11-12,train,True
11032,884.248.336-27,2023-11-12,train,True
11033,619.842.574-63,2023-11-12,train,False
11034,924.999.498-21,2023-11-12,train,True
11035,598.687.583-43,2023-11-12,train,True
11036,287.401.877-56,2023-11-12,train,True
11037,656.874.113-21,2023-11-12,train,False
11038,026.097.273-80,2023-11-12,train,True
11039,420.737.738-77,2023-11-12,train,True
11040,925.462.743-76,2023-11-12,train,True
11041,280.241.932-30,2023-11-12,train,True
11042,392.982.299-76,2023-11-12,train,True
11043,947.959.504-40,2023-11-12,train,True
11044,167.130.706-20,2023-11-12,train,True
11045,383.553.684-28,2023-11-12,train,True
11046,167.130.706-20,2023-11-12,train,True
11047,728.049.811-69,2023-11-12,train,True
11048,679.833.268-40,2023-11-12,train,True
11049,069.696.758-82,2023-11-12,train,True
11050,659.201.540-39,2023-11-12,train,True
11051,076.827.015-44,2023-11-12,train,True
11052,397.835.391-16,2023-11-12,train,True
11053,477.322.781-86,2023-11-12,train,True
11054,733.527.098-74,2023-11-12,train,True
11055,306.327.211-62,2023-11-12,train,True
11056,465.255.251-36,2023-11-12,train,True
11057,864.204.891-30,2023-11-12,train,True
11058,713.180.085-65,2023-11-12,train,True
11059,609.054.883-93,2023-11-12,train,True
11060,111.629.465-63,2023-11-12,train,True
11061,538.700.196-97,2023-11-12,train,True
11062,471.616.851-41,2023-11-12,train,True
11063,620.509.695-11,2023-11-12,train,True
11064,712.371.595-04,2023-11-12,train,True
11065,922.932.171-08,2023-11-12,train,True
11066,208.311.250-47,2023-11-12,train,True
11067,264.088.675-45,2023-11-12,train,True
11068,820.414.545-47,2023-11-12,train,True
11069,969.915.399-70,2023-11-12,train,True
11070,025.382.842-28,2023-11-12,train,True
11071,851.822.978-23,2023-11-12,train,True
11072,740.322.368-36,2023-11-12,train,True
11073,970.108.343-18,2023-11-12,train,True
11074,318.568.970-44,2023-11-12,train,True
11075,141.162.138-70,2023-11-12,train,True
11076,201.910.877-18,2023-11-13,train,True
11077,325.478.026-43,2023-11-13,train,True
11078,243.818.024-20,2023-11-13,train,True
11079,395.281.648-54,2023-11-13,train,True
11080,936.455.559-78,2023-11-13,train,True
11081,807.934.265-29,2023-11-13,train,True
11082,724.140.137-96,2023-11-13,train,True
11083,031.387.583-98,2023-11-13,train,True
11084,716.483.533-04,2023-11-13,train,True
11085,487.834.749-00,2023-11-13,train,True
11086,937.733.626-09,2023-11-13,train,True
11087,695.066.670-55,2023-11-13,train,True
11088,791.665.796-19,2023-11-13,train,True
11089,529.301.160-05,2023-11-13,train,True
11090,576.415.705-69,2023-11-13,train,True
11091,589.768.972-50,2023-11-13,train,True
11092,605.245.518-71,2023-11-13,train,True
11093,782.077.013-90,2023-11-13,train,True
11094,995.522.816-44,2023-11-13,train,True
11095,847.072.566-19,2023-11-13,train,True
11096,583.636.544-00,2023-11-13,train,True
11097,125.723.548-61,2023-11-13,train,True
11098,888.974.395-60,2023-11-13,train,True
11099,252.163.015-26,2023-11-13,train,True
11100,451.097.868-52,2023-11-13,train,True
11101,818.786.347-12,2023-11-13,train,True
11102,377.571.824-92,2023-11-13,train,True
11103,185.098.230-90,2023-11-13,train,True
11104,185.098.230-90,2023-11-13,train,True
11105,984.298.446-00,2023-11-13,train,True
11106,949.781.830-06,2023-11-13,train,True
11107,233.790.562-43,2023-11-13,train,True
11108,948.049.559-76,2023-11-13,train,False
11109,500.742.468-44,2023-11-13,train,False
11110,271.658.195-92,2023-11-13,train,True
11111,449.922.425-02,2023-11-13,train,True
11112,656.301.839-40,2023-11-13,train,True
11113,703.276.511-48,2023-11-13,train,True
11114,116.166.711-30,2023-11-13,train,True
11115,647.848.252-90,2023-11-13,train,True
11116,181.309.493-42,2023-11-13,train,True
11117,654.389.790-22,2023-11-13,train,True
11118,939.679.508-91,2023-11-13,train,True
11119,562.139.298-19,2023-11-13,train,True
11120,440.596.974-43,2023-11-13,train,True
11121,955.387.783-47,2023-11-13,train,True
11122,452.253.874-03,2023-11-13,train,True
11123,263.394.665-83,2023-11-13,train,True
11124,593.324.181-44,2023-11-13,train,True
11125,695.409.886-83,2023-11-13,train,True
11126,538.343.261-27,2023-11-13,train,True
11127,118.748.980-81,2023-11-13,train,True
11128,326.087.512-37,2023-11-13,train,True
11129,250.025.241-84,2023-11-13,train,True
11130,914.547.751-57,2023-11-13,train,True
11131,253.086.923-51,2023-11-13,train,True
11132,155.977.779-63,2023-11-13,train,True
11133,145.066.667-12,2023-11-13,train,True
11134,810.288.092-98,2023-11-13,train,True
11135,221.904.502-17,2023-11-13,train,True
11136,793.821.625-93,2023-11-13,train,True
11137,696.730.774-60,2023-11-13,train,True
11138,451.791.673-10,2023-11-13,train,False
11139,069.696.758-82,2023-11-13,train,True
11140,929.725.304-03,2023-11-13,train,True
11141,600.176.480-84,2023-11-13,train,True
11142,372.084.634-25,2023-11-13,train,True
11143,005.245.263-89,2023-11-13,train,False
11144,960.257.173-03,2023-11-13,train,True
11145,826.560.043-73,2023-11-13,train,True
11146,985.556.032-93,2023-11-13,train,True
11147,831.323.842-91,2023-11-13,train,True
11148,671.133.536-81,2023-11-13,train,False
11149,528.201.121-29,2023-11-13,train,True
11150,100.320.325-60,2023-11-13,train,True
11151,809.836.227-28,2023-11-13,train,True
11152,934.664.077-45,2023-11-13,train,True
11153,023.865.571-70,2023-11-14,train,True
11154,370.232.197-73,2023-11-14,train,True
11155,963.154.656-09,2023-11-14,train,True
11156,588.345.093-82,2023-11-14,train,True
11157,194.263.250-93,2023-11-14,train,True
11158,318.928.747-33,2023-11-14,train,True
11159,356.814.807-20,2023-11-14,train,True
11160,705.763.837-08,2023-11-14,train,True
11161,599.057.200-06,2023-11-14,train,True
11162,147.141.333-06,2023-11-14,train,True
11163,514.378.104-38,2023-11-14,train,True
11164,157.707.503-08,2023-11-14,train,True
11165,157.707.503-08,2023-11-14,train,True
11166,816.205.277-15,2023-11-14,train,True
11167,605.519.480-51,2023-11-14,train,True
11168,659.385.734-32,2023-11-14,train,True
11169,612.844.006-11,2023-11-14,train,True
11170,816.623.672-95,2023-11-14,train,True
11171,205.697.257-39,2023-11-14,train,True
11172,895.001.812-82,2023-11-14,train,True
11173,899.944.921-10,2023-11-14,train,True
11174,222.456.468-60,2023-11-14,train,True
11175,909.834.712-66,2023-11-14,train,True
11176,534.257.007-74,2023-11-14,train,True
11177,664.142.212-79,2023-11-14,train,True
11178,777.727.242-09,2023-11-14,train,True
11179,266.310.430-26,2023-11-14,train,True
11180,997.651.864-10,2023-11-14,train,True
11181,700.798.484-35,2023-11-14,train,True
11182,980.038.959-87,2023-11-14,train,True
11183,189.856.709-30,2023-11-14,train,True
11184,160.467.028-28,2023-11-14,train,False
11185,354.056.253-29,2023-11-14,train,True
11186,775.275.077-80,2023-11-14,train,True
11187,932.642.259-30,2023-11-14,train,True
11188,390.876.210-35,2023-11-14,train,True
11189,106.291.463-57,2023-11-14,train,True
11190,870.754.718-80,2023-11-14,train,True
11191,612.844.006-11,2023-11-14,train,True
11192,059.651.069-12,2023-11-14,train,True
11193,216.507.631-58,2023-11-14,train,True
11194,980.267.967-48,2023-11-14,train,True
11195,056.627.357-86,2023-11-14,train,False
11196,262.472.862-79,2023-11-14,train,True
11197,061.336.111-38,2023-11-14,train,True
11198,341.101.552-74,2023-11-14,train,True
11199,367.089.913-81,2023-11-14,train,True
11200,657.909.153-37,2023-11-14,train,True
11201,907.723.783-63,2023-11-14,train,True
11202,820.414.545-47,2023-11-14,train,True
11203,493.496.115-11,2023-11-14,train,True
11204,807.934.265-29,2023-11-14,train,True
11205,192.530.243-13,2023-11-14,train,True
11206,929.044.805-95,2023-11-14,train,True
11207,819.551.514-23,2023-11-14,train,True
11208,308.876.636-80,2023-11-14,train,True
11209,888.628.563-93,2023-11-14,train,True
11210,830.804.502-21,2023-11-14,train,True
11211,391.938.513-67,2023-11-14,train,False
11212,264.307.082-84,2023-11-14,train,False
11213,545.395.306-31,2023-11-14,train,True
11214,384.828.749-85,2023-11-14,train,True
11215,858.463.214-02,2023-11-14,train,True
11216,538.546.771-54,2023-11-14,train,True
11217,321.538.132-04,2023-11-14,train,True
11218,984.209.998-90,2023-11-14,train,True
11219,020.763.416-50,2023-11-14,train,True
11220,983.278.564-21,2023-11-14,train,True
11221,446.533.688-80,2023-11-14,train,True
11222,169.620.578-65,2023-11-14,train,True
11223,074.050.960-85,2023-11-14,train,True
11224,984.482.775-20,2023-11-14,train,True
11225,993.341.699-58,2023-11-14,train,True
11226,962.009.715-79,2023-11-14,train,True
11227,556.431.793-93,2023-11-14,train,True
11228,655.335.787-06,2023-11-14,train,True
11229,519.921.476-47,2023-11-14,train,True
11230,908.122.072-11,2023-11-14,train,True
11231,724.448.599-95,2023-11-14,train,True
11232,881.520.634-52,2023-11-14,train,True
11233,086.371.334-36,2023-11-14,train,True
11234,148.236.948-64,2023-11-14,train,True
11235,969.022.599-50,2023-11-14,train,True
11236,196.188.321-04,2023-11-14,train,True
11237,856.383.859-83,2023-11-14,train,True
11238,181.286.077-31,2023-11-14,train,True
11239,812.737.485-73,2023-11-14,train,True
11240,292.292.818-75,2023-11-14,train,True
11241,566.563.251-14,2023-11-14,train,True
11242,651.569.498-94,2023-11-14,train,True
11243,733.082.667-76,2023-11-14,train,True
11244,753.693.559-59,2023-11-14,train,True
11245,624.581.940-79,2023-11-14,train,True
11246,240.014.475-33,2023-11-15,train,False
11247,907.689.836-73,2023-11-15,train,True
11248,922.373.621-81,2023-11-15,train,True
11249,374.285.963-35,2023-11-15,train,True
11250,949.445.767-65,2023-11-15,train,True
11251,753.693.559-59,2023-11-15,train,True
11252,644.837.817-07,2023-11-15,train,True
11253,957.225.905-92,2023-11-15,train,False
11254,178.684.061-86,2023-11-15,train,True
11255,826.560.043-73,2023-11-15,train,True
11256,724.929.547-06,2023-11-15,train,True
11257,544.096.839-34,2023-11-15,train,True
11258,432.252.983-60,2023-11-15,train,True
11259,870.415.593-94,2023-11-15,train,True
11260,728.049.811-69,2023-11-15,train,True
11261,865.776.220-00,2023-11-15,train,True
11262,680.695.766-85,2023-11-15,train,False
11263,188.444.813-59,2023-11-15,train,True
11264,306.561.641-66,2023-11-15,train,True
11265,974.668.255-59,2023-11-15,train,False
11266,043.970.652-17,2023-11-15,train,True
11267,346.873.735-18,2023-11-15,train,True
11268,064.465.527-50,2023-11-15,train,True
11269,250.917.964-01,2023-11-15,train,True
11270,239.995.326-61,2023-11-15,train,True
11271,735.305.377-13,2023-11-15,train,True
11272,055.911.044-87,2023-11-15,train,True
11273,250.917.964-01,2023-11-15,train,True
11274,203.501.766-12,2023-11-15,train,True
11275,381.839.123-89,2023-11-15,train,True
11276,512.297.307-53,2023-11-15,train,True
11277,432.656.748-19,2023-11-15,train,True
11278,413.554.586-68,2023-11-15,train,True
11279,322.533.282-86,2023-11-15,train,True
11280,844.656.293-62,2023-11-15,train,True
11281,868.898.505-72,2023-11-15,train,True
11282,002.175.977-42,2023-11-15,train,True
11283,719.008.280-81,2023-11-15,train,True
11284,031.950.577-43,2023-11-15,train,True
11285,031.950.577-43,2023-11-15,train,True
11286,683.063.937-91,2023-11-15,train,True
11287,218.283.183-53,2023-11-15,train,True
11288,803.814.788-07,2023-11-15,train,True
11289,803.814.788-07,2023-11-15,train,True
11290,262.195.320-40,2023-11-15,train,True
11291,045.189.067-13,2023-11-15,train,True
11292,647.867.611-09,2023-11-15,train,True
11293,726.660.899-67,2023-11-15,train,False
11294,721.360.761-83,2023-11-15,train,True
11295,193.464.433-16,2023-11-15,train,True
11296,053.969.830-00,2023-11-15,train,True
11297,089.397.514-18,2023-11-15,train,True
11298,090.948.454-66,2023-11-15,train,False
11299,443.161.737-07,2023-11-15,train,True
11300,357.137.726-59,2023-11-15,train,True
11301,556.431.793-93,2023-11-15,train,True
11302,351.493.545-97,2023-11-15,train,True
11303,493.714.856-71,2023-11-15,train,True
11304,518.635.327-22,2023-11-15,train,True
11305,876.681.277-12,2023-11-15,train,True
11306,831.323.842-91,2023-11-15,train,True
11307,157.126.938-01,2023-11-15,train,True
11308,896.965.282-56,2023-11-15,train,True
11309,531.166.445-27,2023-11-15,train,True
11310,360.872.118-53,2023-11-15,train,False
11311,472.976.239-89,2023-11-15,train,True
11312,856.383.859-83,2023-11-15,train,True
11313,257.255.582-40,2023-11-15,train,True
11314,230.737.358-60,2023-11-15,train,True
11315,136.444.002-45,2023-11-15,train,True
11316,055.096.415-09,2023-11-15,train,True
11317,983.619.627-78,2023-11-15,train,True
11318,529.297.963-59,2023-11-15,train,True
11319,487.760.595-96,2023-11-15,train,True
11320,162.345.760-28,2023-11-15,train,True
11321,224.041.710-20,2023-11-15,train,True
11322,652.433.816-24,2023-11-15,train,True
11323,555.249.620-51,2023-11-15,train,True
11324,062.360.049-86,2023-11-15,train,True
11325,978.200.886-99,2023-11-15,train,True
11326,978.200.886-99,2023-11-15,train,True
11327,383.577.309-73,2023-11-15,train,True
11328,499.035.937-24,2023-11-15,train,True
11329,020.763.416-50,2023-11-15,train,True
11330,596.258.974-29,2023-11-15,train,True
11331,933.649.463-53,2023-11-15,train,True
11332,021.592.420-71,2023-11-15,train,True
11333,213.158.895-01,2023-11-15,train,True
11334,706.277.675-08,2023-11-15,train,True
11335,968.915.323-45,2023-11-15,train,False
11336,615.971.377-90,2023-11-15,train,True
11337,450.794.540-24,2023-11-15,train,True
11338,052.378.063-09,2023-11-15,train,True
11339,367.089.913-81,2023-11-15,train,True
11340,340.896.413-06,2023-11-15,train,True
11341,157.473.665-56,2023-11-15,train,True
11342,643.119.192-71,2023-11-15,train,True
11343,250.676.259-02,2023-11-15,train,True
11344,736.826.275-45,2023-11-15,train,True
11345,035.132.266-32,2023-11-15,train,True
11346,202.342.874-20,2023-11-15,train,True
11347,942.695.475-96,2023-11-15,train,True
11348,202.342.874-20,2023-11-15,train,True
11349,011.465.094-21,2023-11-15,train,True
11350,638.045.270-27,2023-11-15,train,True
11351,544.062.763-43,2023-11-16,train,True
11352,982.364.381-47,2023-11-16,train,True
11353,647.699.419-00,2023-11-16,train,True
11354,623.887.483-05,2023-11-16,train,True
11355,837.625.956-31,2023-11-16,train,True
11356,520.710.123-48,2023-11-16,train,True
11357,284.326.143-00,2023-11-16,train,True
11358,055.751.349-97,2023-11-16,train,True
11359,089.950.438-81,2023-11-16,train,True
11360,047.308.267-52,2023-11-16,train,True
11361,699.045.546-25,2023-11-16,train,True
11362,306.561.641-66,2023-11-16,train,True
11363,399.423.954-07,2023-11-16,train,True
11364,840.898.909-00,2023-11-16,train,True
11365,690.134.168-70,2023-11-16,train,True
11366,302.274.570-21,2023-11-16,train,True
11367,355.667.901-94,2023-11-16,train,True
11368,654.389.790-22,2023-11-16,train,True
11369,466.620.421-02,2023-11-16,train,True
11370,476.740.566-19,2023-11-16,train,True
11371,344.564.905-78,2023-11-16,train,True
11372,420.070.825-60,2023-11-16,train,True
11373,705.106.306-50,2023-11-16,train,True
11374,991.648.671-96,2023-11-16,train,True
11375,147.179.514-41,2023-11-16,train,True
11376,894.698.659-01,2023-11-16,train,True
11377,564.465.572-56,2023-11-16,train,True
11378,791.717.841-28,2023-11-16,train,True
11379,224.634.984-20,2023-11-16,train,True
11380,149.338.983-16,2023-11-16,train,False
11381,060.621.042-39,2023-11-16,train,False
11382,977.814.812-08,2023-11-16,train,True
11383,464.119.720-28,2023-11-16,train,True
11384,065.545.415-27,2023-11-16,train,True
11385,939.132.963-28,2023-11-16,train,True
11386,462.051.908-18,2023-11-16,train,True
11387,810.214.843-85,2023-11-16,train,True
11388,076.113.924-92,2023-11-16,train,True
11389,982.134.204-38,2023-11-16,train,False
11390,775.275.077-80,2023-11-16,train,True
11391,599.885.835-24,2023-11-16,train,True
11392,294.707.481-58,2023-11-16,train,True
11393,885.642.375-80,2023-11-16,train,False
11394,555.249.620-51,2023-11-16,train,True
11395,356.577.981-04,2023-11-16,train,True
11396,754.916.553-09,2023-11-16,train,True
11397,774.006.984-19,2023-11-16,train,True
11398,641.818.491-20,2023-11-16,train,True
11399,277.506.342-07,2023-11-16,train,True
11400,873.944.149-06,2023-11-16,train,True
11401,563.947.932-99,2023-11-16,train,True
11402,396.430.172-81,2023-11-16,train,True
11403,945.650.482-48,2023-11-16,train,True
11404,272.337.657-58,2023-11-16,train,True
11405,666.409.930-66,2023-11-16,train,False
11406,966.890.731-06,2023-11-16,train,True
11407,638.809.631-00,2023-11-16,train,True
11408,767.764.871-11,2023-11-16,train,False
11409,136.444.002-45,2023-11-16,train,True
11410,538.718.176-27,2023-11-16,train,True
11411,254.722.652-90,2023-11-16,train,True
11412,673.058.272-31,2023-11-16,train,True
11413,845.766.001-25,2023-11-16,train,True
11414,344.738.405-06,2023-11-16,train,True
11415,591.252.338-15,2023-11-16,train,True
11416,446.533.688-80,2023-11-16,train,True
11417,430.037.988-20,2023-11-16,train,True
11418,294.923.414-33,2023-11-16,train,True
11419,946.670.407-93,2023-11-16,train,True
11420,008.318.021-46,2023-11-16,train,True
11421,019.972.856-90,2023-11-16,train,True
11422,755.383.561-75,2023-11-16,train,True
11423,397.692.091-63,2023-11-16,train,True
11424,853.674.380-83,2023-11-16,train,True
11425,705.675.975-04,2023-11-16,train,True
11426,987.576.680-19,2023-11-16,train,True
11427,549.904.967-01,2023-11-16,train,True
11428,351.493.545-97,2023-11-16,train,True
11429,194.491.187-10,2023-11-16,train,True
11430,922.121.383-85,2023-11-16,train,True
11431,032.455.133-99,2023-11-16,train,True
11432,677.770.428-07,2023-11-16,train,True
11433,949.454.182-09,2023-11-16,train,True
11434,026.084.304-06,2023-11-16,train,True
11435,007.839.031-11,2023-11-16,train,True
11436,398.264.846-79,2023-11-16,train,True
11437,523.941.393-23,2023-11-16,train,True
11438,636.055.384-87,2023-11-16,train,True
11439,408.267.110-22,2023-11-16,train,True
11440,069.232.130-61,2023-11-16,train,True
11441,250.676.259-02,2023-11-16,train,True
11442,660.252.286-80,2023-11-16,train,True
11443,561.528.420-00,2023-11-16,train,True
11444,626.427.139-03,2023-11-16,train,True
11445,265.181.637-04,2023-11-16,train,True
11446,201.910.877-18,2023-11-16,train,True
11447,181.309.493-42,2023-11-16,train,True
11448,349.367.170-96,2023-11-16,train,True
11449,077.691.092-21,2023-11-16,train,True
11450,929.500.158-32,2023-11-17,train,True
11451,073.824.546-14,2023-11-17,train,True
11452,470.702.237-57,2023-11-17,train,True
11453,991.044.245-06,2023-11-17,train,False
11454,369.735.246-64,2023-11-17,train,True
11455,136.727.298-09,2023-11-17,train,True
11456,161.403.530-09,2023-11-17,train,True
11457,013.498.601-66,2023-11-17,train,True
11458,987.576.680-19,2023-11-17,train,True
11459,089.670.681-82,2023-11-17,train,True
11460,987.576.680-19,2023-11-17,train,True
11461,875.677.098-72,2023-11-17,train,True
11462,099.206.009-54,2023-11-17,train,False
11463,830.273.874-30,2023-11-17,train,True
11464,179.083.901-70,2023-11-17,train,True
11465,592.605.959-32,2023-11-17,train,True
11466,127.303.089-38,2023-11-17,train,True
11467,639.379.319-88,2023-11-17,train,True
11468,588.599.478-12,2023-11-17,train,True
11469,190.259.784-28,2023-11-17,train,True
11470,588.599.478-12,2023-11-17,train,True
11471,150.494.874-20,2023-11-17,train,True
11472,049.877.136-91,2023-11-17,train,True
11473,070.792.826-59,2023-11-17,train,False
11474,164.114.344-41,2023-11-17,train,True
11475,714.092.989-06,2023-11-17,train,True
11476,208.701.160-53,2023-11-17,train,True
11477,764.799.901-02,2023-11-17,train,True
11478,461.711.478-50,2023-11-17,train,False
11479,937.105.243-00,2023-11-17,train,True
11480,617.023.602-70,2023-11-17,train,True
11481,617.023.602-70,2023-11-17,train,True
11482,206.275.482-53,2023-11-17,train,True
11483,458.845.597-47,2023-11-17,train,True
11484,208.863.687-07,2023-11-17,train,True
11485,290.972.855-26,2023-11-17,train,True
11486,612.227.191-85,2023-11-17,train,True
11487,385.010.251-35,2023-11-17,train,True
11488,257.689.637-58,2023-11-17,train,True
11489,250.676.259-02,2023-11-17,train,True
11490,929.222.948-62,2023-11-17,train,True
11491,803.259.164-89,2023-11-17,train,True
11492,925.896.548-55,2023-11-17,train,True
11493,269.987.295-45,2023-11-17,train,True
11494,702.801.043-08,2023-11-17,train,True
11495,012.811.036-83,2023-11-17,train,True
11496,098.454.947-14,2023-11-17,train,True
11497,250.349.370-00,2023-11-17,train,True
11498,207.361.791-35,2023-11-17,train,True
11499,119.889.216-19,2023-11-17,train,True
11500,899.191.155-25,2023-11-17,train,True
11501,714.157.433-63,2023-11-17,train,False
11502,345.535.295-21,2023-11-17,train,True
11503,598.087.464-03,2023-11-17,train,True
11504,426.305.465-27,2023-11-17,train,True
11505,119.627.178-01,2023-11-17,train,True
11506,812.240.266-67,2023-11-17,train,True
11507,762.355.605-32,2023-11-17,train,True
11508,985.242.538-27,2023-11-17,train,True
11509,586.051.611-83,2023-11-17,train,True
11510,379.606.194-09,2023-11-17,train,True
11511,586.051.611-83,2023-11-17,train,True
11512,673.936.002-26,2023-11-17,train,True
11513,549.904.967-01,2023-11-17,train,True
11514,486.403.843-04,2023-11-17,train,True
11515,555.372.705-79,2023-11-17,train,False
11516,784.291.889-91,2023-11-17,train,True
11517,759.857.630-05,2023-11-17,train,True
11518,059.871.814-10,2023-11-17,train,True
11519,207.259.549-57,2023-11-17,train,True
11520,311.199.661-16,2023-11-17,train,False
11521,488.815.951-33,2023-11-17,train,True
11522,626.700.114-89,2023-11-17,train,True
11523,388.594.012-40,2023-11-17,train,True
11524,330.284.750-57,2023-11-17,train,True
11525,318.568.970-44,2023-11-17,train,True
11526,389.454.332-95,2023-11-17,train,True
11527,980.038.959-87,2023-11-17,train,True
11528,534.257.007-74,2023-11-17,train,True
11529,465.494.222-05,2023-11-17,train,True
11530,826.921.977-04,2023-11-17,train,True
11531,213.158.895-01,2023-11-17,train,True
11532,986.958.986-36,2023-11-17,train,True
11533,671.784.335-74,2023-11-17,train,True
11534,550.514.578-78,2023-11-17,train,True
11535,756.490.387-24,2023-11-17,train,True
11536,896.965.282-56,2023-11-17,train,True
11537,148.236.948-64,2023-11-17,train,True
11538,896.965.282-56,2023-11-17,train,True
11539,133.322.578-46,2023-11-18,train,True
11540,104.207.594-84,2023-11-18,train,True
11541,163.622.614-02,2023-11-18,train,True
11542,857.904.871-06,2023-11-18,train,True
11543,964.180.926-19,2023-11-18,train,True
11544,935.528.185-45,2023-11-18,train,True
11545,132.071.882-57,2023-11-18,train,True
11546,121.581.905-66,2023-11-18,train,True
11547,121.581.905-66,2023-11-18,train,True
11548,305.652.424-58,2023-11-18,train,True
11549,035.231.489-36,2023-11-18,train,True
11550,087.102.993-60,2023-11-18,train,True
11551,299.744.472-16,2023-11-18,train,False
11552,512.078.599-90,2023-11-18,train,True
11553,133.227.134-07,2023-11-18,train,True
11554,861.607.972-63,2023-11-18,train,True
11555,685.012.154-57,2023-11-18,train,True
11556,805.498.825-70,2023-11-18,train,True
11557,700.421.914-32,2023-11-18,train,True
11558,563.849.470-72,2023-11-18,train,True
11559,173.360.189-98,2023-11-18,train,True
11560,857.558.317-42,2023-11-18,train,True
11561,281.219.756-03,2023-11-18,train,True
11562,765.691.514-10,2023-11-18,train,True
11563,417.165.845-40,2023-11-18,train,True
11564,400.972.283-54,2023-11-18,train,False
11565,166.011.649-09,2023-11-18,train,True
11566,861.807.712-78,2023-11-18,train,True
11567,696.678.333-13,2023-11-18,train,True
11568,706.472.720-08,2023-11-18,train,True
11569,852.381.710-72,2023-11-18,train,True
11570,657.166.022-90,2023-11-18,train,False
11571,718.361.899-40,2023-11-18,train,True
11572,799.074.508-98,2023-11-18,train,True
11573,031.950.577-43,2023-11-18,train,True
11574,560.193.003-15,2023-11-18,train,True
11575,043.475.079-41,2023-11-18,train,True
11576,022.766.009-93,2023-11-18,train,True
11577,563.690.947-06,2023-11-18,train,True
11578,963.154.656-09,2023-11-18,train,True
11579,516.498.647-79,2023-11-18,train,True
11580,696.564.277-77,2023-11-18,train,True
11581,888.156.280-45,2023-11-18,train,True
11582,043.777.724-30,2023-11-18,train,True
11583,131.634.089-90,2023-11-18,train,True
11584,944.922.834-55,2023-11-18,train,True
11585,439.395.014-33,2023-11-18,train,True
11586,389.854.370-62,2023-11-18,train,True
11587,147.533.026-01,2023-11-18,train,True
11588,018.072.469-06,2023-11-18,train,True
11589,185.836.338-19,2023-11-18,train,True
11590,705.286.085-68,2023-11-18,train,True
11591,354.674.994-40,2023-11-18,train,True
11592,626.436.140-20,2023-11-18,train,True
11593,421.004.971-97,2023-11-18,train,True
11594,620.805.248-36,2023-11-18,train,True
11595,049.788.910-27,2023-11-18,train,True
11596,087.932.495-35,2023-11-18,train,True
11597,530.144.871-47,2023-11-18,train,True
11598,144.438.908-40,2023-11-18,train,True
11599,408.657.282-67,2023-11-18,train,True
11600,257.689.637-58,2023-11-18,train,True
11601,204.751.102-00,2023-11-18,train,True
11602,179.060.957-74,2023-11-18,train,True
11603,145.066.667-12,2023-11-18,train,True
11604,802.852.693-48,2023-11-18,train,True
11605,130.159.442-31,2023-11-18,train,True
11606,065.152.516-02,2023-11-18,train,True
11607,600.176.480-84,2023-11-18,train,True
11608,662.948.988-89,2023-11-18,train,False
11609,278.523.743-95,2023-11-18,train,True
11610,159.710.883-94,2023-11-18,train,True
11611,675.775.077-50,2023-11-18,train,True
11612,253.760.548-96,2023-11-18,train,False
11613,548.687.055-80,2023-11-18,train,True
11614,886.707.095-97,2023-11-18,train,True
11615,162.203.924-69,2023-11-18,train,True
11616,286.491.421-25,2023-11-18,train,True
11617,861.053.595-94,2023-11-18,train,True
11618,605.774.564-74,2023-11-18,train,True
11619,714.594.335-21,2023-11-18,train,True
11620,396.665.005-31,2023-11-18,train,True
11621,241.974.004-11,2023-11-18,train,True
11622,077.225.068-52,2023-11-18,train,True
11623,741.216.180-68,2023-11-18,train,True
11624,509.626.351-70,2023-11-18,train,True
11625,995.511.978-01,2023-11-18,train,True
11626,699.390.518-32,2023-11-19,train,True
