evento_id,entidade_id,split,n_eventos_anteriores,churn_rotulo,churn_baseline,next_category_rotulo,next_category_baseline,next_value_rotulo,next_value_baseline,ltv_rotulo,ltv_baseline
36054,254.611.603-79,train,4,0.0,77.25,Máquinas,Sementes,8.0,9.0,9.0,2.0
45554,254.611.603-79,train,5,0.0,83.2,Máquinas,Sementes,3.0,8.0,8.0,2.0
48009,254.611.603-79,train,6,0.0,74.0,Defensivos,Sementes,9.0,8.0,8.0,2.0
48275,254.611.603-79,train,7,0.0,63.857142857142854,Máquinas,Sementes,3.0,8.0,7.0,2.0
49912,254.611.603-79,train,8,0.0,58.25,Sementes,Sementes,7.0,8.0,7.0,2.0
50570,254.611.603-79,train,9,0.0,52.55555555555556,Máquinas,Sementes,2.0,8.0,6.0,2.0
53294,254.611.603-79,train,10,0.0,50.4,Fertilizantes,Sementes,0.0,8.0,5.0,2.0
58174,254.611.603-79,train,11,0.0,50.90909090909091,Sementes,Sementes,8.0,8.0,5.0,2.0
59438,254.611.603-79,train,12,0.0,47.916666666666664,Sementes,Sementes,5.0,8.0,4.0,2.0
61132,254.611.603-79,train,13,0.0,45.76923076923077,Sementes,Sementes,2.0,8.0,3.0,2.0
61858,254.611.603-79,train,14,0.0,43.07142857142857,Sementes,Sementes,4.0,8.0,3.0,2.0
69468,254.611.603-79,train,15,1.0,46.0,Defensivos,Sementes,6.0,8.0,4.0,2.0
80536,254.611.603-79,val,16,0.0,50.875,Sementes,Sementes,3.0,8.0,2.0,4.0
81556,254.611.603-79,val,17,1.0,48.588235294117645,Fertilizantes,Sementes,5.0,8.0,2.0,4.0
99384,254.611.603-79,test,18,,56.27777777777778,,Sementes,,8.0,,2.0
12014,254.626.967-44,train,0,1.0,101.99133428646456,Máquinas,Defensivos,2.0,0,2.0,2.0
48371,254.626.967-44,train,1,0.0,410.0,Defensivos,Máquinas,4.0,2.0,3.0,2.0
48637,254.626.967-44,train,2,1.0,206.5,,Máquinas,,2.0,2.0,2.0
25444,254.645.417-05,train,0,1.0,101.99133428646456,Sementes,Defensivos,7.0,0,2.0,2.0
59407,254.645.417-05,train,1,1.0,385.0,Sementes,Defensivos,2.0,9.0,2.0,2.0
70135,254.645.417-05,train,2,1.0,254.0,Fertilizantes,Defensivos,4.0,9.0,2.0,2.0
90737,254.645.417-05,test,3,0.0,246.33333333333334,Defensivos,Sementes,9.0,9.0,,2.0
94385,254.645.417-05,test,4,0.0,194.5,Defensivos,Sementes,8.0,9.0,,2.0
94773,254.645.417-05,test,5,,156.4,,Sementes,,9.0,,2.0
80063,254.709.784-27,val,0,1.0,101.99133428646456,Defensivos,Defensivos,9.0,0,2.0,2.0
98127,254.709.784-27,test,1,,194.0,,Defensivos,,5.0,,2.0
11411,254.722.652-90,train,0,1.0,101.99133428646456,Defensivos,Defensivos,1.0,0,2.0,2.0
36359,254.722.652-90,train,1,0.0,281.0,Sementes,Sementes,0.0,4.0,2.0,2.0
38033,254.722.652-90,train,2,1.0,150.0,Sementes,Sementes,0.0,4.0,2.0,2.0
63828,254.722.652-90,train,3,1.0,198.0,,Sementes,,4.0,2.0,2.0
2119,254.724.834-41,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,9.0,0,5.0,2.0
4998,254.724.834-41,train,1,0.0,27.0,Fertilizantes,Fertilizantes,1.0,7.0,2.0,5.0
5907,254.724.834-41,train,2,1.0,18.5,Fertilizantes,Fertilizantes,5.0,7.0,2.0,5.0
38199,254.724.834-41,train,3,0.0,132.66666666666666,Defensivos,Fertilizantes,1.0,7.0,2.0,2.0
39277,254.724.834-41,train,4,1.0,102.5,Fertilizantes,Fertilizantes,3.0,7.0,2.0,2.0
96308,254.724.834-41,test,5,,210.4,,Fertilizantes,,1.0,,2.0
2341,254.784.444-30,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,9.0,0,5.0,2.0
3267,254.784.444-30,train,1,1.0,9.0,Máquinas,Fertilizantes,4.0,9.0,2.0,5.0
44536,254.784.444-30,train,2,0.0,234.0,Máquinas,Fertilizantes,8.0,9.0,8.0,5.0
46174,254.784.444-30,train,3,0.0,162.0,Defensivos,Fertilizantes,6.0,9.0,6.0,5.0
50156,254.784.444-30,train,4,0.0,132.75,Máquinas,Fertilizantes,2.0,9.0,5.0,5.0
52542,254.784.444-30,train,5,1.0,111.8,,Fertilizantes,,9.0,2.0,5.0
44836,254.965.977-57,train,0,1.0,101.99133428646456,Defensivos,Defensivos,7.0,0,3.0,2.0
58235,254.965.977-57,train,1,1.0,152.0,Defensivos,Defensivos,2.0,9.0,2.0,3.0
77672,254.965.977-57,val,2,1.0,186.5,Fertilizantes,Defensivos,3.0,9.0,2.0,3.0
94900,254.965.977-57,test,3,,188.0,,Defensivos,,9.0,,2.0
13623,255.013.032-48,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,4.0,0,4.0,2.0
15413,255.013.032-48,train,1,0.0,19.0,Fertilizantes,Fertilizantes,2.0,4.0,5.0,4.0
19305,255.013.032-48,train,2,0.0,31.5,Fertilizantes,Fertilizantes,1.0,4.0,5.0,4.0
21171,255.013.032-48,train,3,0.0,28.0,Fertilizantes,Fertilizantes,5.0,4.0,5.0,5.0
21898,255.013.032-48,train,4,0.0,23.0,Fertilizantes,Fertilizantes,6.0,4.0,5.0,5.0
29901,255.013.032-48,train,5,0.0,36.6,Fertilizantes,Fertilizantes,4.0,4.0,7.0,5.0
30620,255.013.032-48,train,6,0.0,31.833333333333332,Sementes,Fertilizantes,2.0,4.0,7.0,5.0
35423,255.013.032-48,train,7,0.0,35.142857142857146,Fertilizantes,Fertilizantes,2.0,4.0,6.0,5.0
36912,255.013.032-48,train,8,0.0,32.75,Fertilizantes,Fertilizantes,3.0,4.0,6.0,5.0
37890,255.013.032-48,train,9,0.0,30.444444444444443,Fertilizantes,Fertilizantes,9.0,4.0,8.0,5.0
40129,255.013.032-48,train,10,0.0,29.9,Fertilizantes,Fertilizantes,1.0,4.0,8.0,5.0
41130,255.013.032-48,train,11,0.0,28.181818181818183,Sementes,Fertilizantes,8.0,4.0,8.0,5.0
42102,255.013.032-48,train,12,0.0,26.75,Fertilizantes,Fertilizantes,5.0,4.0,7.0,5.0
44340,255.013.032-48,train,13,0.0,26.692307692307693,Defensivos,Fertilizantes,4.0,4.0,7.0,5.0
53515,255.013.032-48,train,14,0.0,32.142857142857146,Máquinas,Fertilizantes,7.0,4.0,8.0,5.0
53766,255.013.032-48,train,15,0.0,30.2,Fertilizantes,Fertilizantes,0.0,4.0,6.0,5.0
53914,255.013.032-48,train,16,0.0,28.4375,Máquinas,Fertilizantes,1.0,4.0,6.0,5.0
60141,255.013.032-48,train,17,0.0,31.058823529411764,Defensivos,Fertilizantes,9.0,4.0,5.0,5.0
65320,255.013.032-48,train,18,0.0,32.611111111111114,Sementes,Fertilizantes,7.0,4.0,6.0,5.0
74253,255.013.032-48,train,19,0.0,36.21052631578947,Fertilizantes,Fertilizantes,5.0,4.0,5.0,5.0
77079,255.013.032-48,val,20,0.0,36.0,Fertilizantes,Fertilizantes,7.0,4.0,5.0,5.0
79037,255.013.032-48,val,21,0.0,35.333333333333336,Defensivos,Fertilizantes,7.0,4.0,5.0,5.0
79353,255.013.032-48,val,22,1.0,33.86363636363637,Fertilizantes,Fertilizantes,4.0,4.0,4.0,5.0
91752,255.013.032-48,test,23,0.0,38.43478260869565,Fertilizantes,Fertilizantes,3.0,4.0,,5.0
94351,255.013.032-48,test,24,0.0,38.0,Fertilizantes,Fertilizantes,8.0,4.0,,5.0
96327,255.013.032-48,test,25,0.0,37.24,Fertilizantes,Fertilizantes,5.0,4.0,,5.0
97303,255.013.032-48,test,26,,36.15384615384615,,Fertilizantes,,4.0,,5.0
13367,255.017.114-43,train,0,1.0,101.99133428646456,Sementes,Defensivos,0.0,0,2.0,2.0
37519,255.017.114-43,train,1,1.0,273.0,Sementes,Sementes,4.0,5.0,2.0,2.0
73460,255.017.114-43,train,2,1.0,341.5,,Sementes,,5.0,2.0,2.0
29449,255.088.827-82,train,0,0.0,101.99133428646456,Máquinas,Defensivos,8.0,0,8.0,2.0
36490,255.088.827-82,train,1,0.0,79.0,Defensivos,Defensivos,6.0,6.0,3.0,8.0
40921,255.088.827-82,train,2,1.0,65.0,Fertilizantes,Defensivos,3.0,6.0,2.0,8.0
72115,255.088.827-82,train,3,0.0,162.0,Fertilizantes,Defensivos,6.0,6.0,3.0,8.0
79962,255.088.827-82,val,4,1.0,143.5,,Defensivos,,6.0,2.0,3.0
2321,255.101.989-31,train,0,1.0,101.99133428646456,Sementes,Defensivos,8.0,0,4.0,2.0
15801,255.101.989-31,train,1,0.0,142.0,Defensivos,Defensivos,9.0,9.0,4.0,4.0
22559,255.101.989-31,train,2,1.0,109.5,Fertilizantes,Defensivos,0.0,9.0,2.0,4.0
44600,255.101.989-31,train,3,1.0,156.33333333333334,Fertilizantes,Defensivos,4.0,9.0,3.0,4.0
56422,255.101.989-31,train,4,0.0,150.5,Sementes,Defensivos,0.0,9.0,2.0,4.0
65658,255.101.989-31,train,5,0.0,142.0,Sementes,Defensivos,1.0,9.0,3.0,4.0
69104,255.101.989-31,train,6,0.0,124.83333333333333,Sementes,Defensivos,4.0,9.0,2.0,4.0
79574,255.101.989-31,val,7,1.0,123.85714285714286,,Sementes,,9.0,2.0,2.0
73298,255.190.663-61,train,0,1.0,101.99133428646456,Defensivos,Defensivos,3.0,0,2.0,2.0
90804,255.190.663-61,test,1,,196.0,,Sementes,,1.0,,2.0
23529,255.308.856-67,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
6987,255.433.134-03,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
95807,255.490.814-15,test,0,,101.99133428646456,,Defensivos,,0,,2.0
58726,255.533.666-40,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
26011,255.768.813-46,train,0,1.0,101.99133428646456,Fertilizantes,Defensivos,1.0,0,2.0,2.0
57252,255.768.813-46,train,1,0.0,352.0,Máquinas,Fertilizantes,8.0,2.0,8.0,2.0
58054,255.768.813-46,train,2,1.0,180.5,Máquinas,Fertilizantes,2.0,2.0,2.0,2.0
81779,255.768.813-46,val,3,1.0,210.33333333333334,Máquinas,Fertilizantes,6.0,2.0,7.0,2.0
97631,255.768.813-46,test,4,,200.5,,Fertilizantes,,2.0,,2.0
64606,255.854.406-32,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
87724,255.884.147-56,test,0,,101.99133428646456,,Defensivos,,0,,2.0
64884,255.904.430-75,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
16375,255.937.410-26,train,0,0.0,101.99133428646456,Sementes,Defensivos,7.0,0,3.0,2.0
26207,255.937.410-26,train,1,1.0,113.0,Máquinas,Máquinas,5.0,8.0,2.0,3.0
47382,255.937.410-26,train,2,1.0,175.5,Sementes,Máquinas,7.0,8.0,2.0,3.0
75085,255.937.410-26,val,3,1.0,222.66666666666666,Fertilizantes,Máquinas,7.0,8.0,4.0,2.0
89311,255.937.410-26,test,4,,206.75,,Máquinas,,7.0,,2.0
7526,255.975.107-03,train,0,0.0,101.99133428646456,Sementes,Defensivos,6.0,0,8.0,2.0
11759,255.975.107-03,train,1,0.0,46.0,Máquinas,Máquinas,8.0,2.0,8.0,8.0
11898,255.975.107-03,train,2,1.0,24.0,Fertilizantes,Máquinas,0.0,2.0,2.0,8.0
80547,255.975.107-03,val,3,1.0,275.0,,Máquinas,,2.0,2.0,8.0
19231,256.062.073-11,train,0,1.0,101.99133428646456,Defensivos,Defensivos,8.0,0,2.0,2.0
45933,256.062.073-11,train,1,0.0,301.0,Sementes,Fertilizantes,7.0,0.0,5.0,2.0
48388,256.062.073-11,train,2,0.0,164.5,Fertilizantes,Fertilizantes,8.0,0.0,5.0,2.0
58842,256.062.073-11,train,3,0.0,149.66666666666666,Defensivos,Fertilizantes,5.0,0.0,5.0,5.0
59148,256.062.073-11,train,4,1.0,113.25,Sementes,Fertilizantes,2.0,8.0,4.0,5.0
70318,256.062.073-11,train,5,0.0,116.2,Fertilizantes,Fertilizantes,8.0,8.0,4.0,5.0
72030,256.062.073-11,train,6,1.0,100.16666666666667,Fertilizantes,Fertilizantes,1.0,8.0,2.0,5.0
90803,256.062.073-11,test,7,0.0,115.85714285714286,Fertilizantes,Fertilizantes,5.0,8.0,,5.0
92213,256.062.073-11,test,8,0.0,103.25,Sementes,Fertilizantes,1.0,8.0,,5.0
92694,256.062.073-11,test,9,,92.33333333333333,,Fertilizantes,,8.0,,5.0
52315,256.146.993-09,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
83179,256.211.617-85,test,0,1.0,101.99133428646456,,Defensivos,,0,,2.0
16151,256.229.743-13,train,0,0.0,101.99133428646456,Máquinas,Defensivos,4.0,0,6.0,2.0
16462,256.229.743-13,train,1,1.0,4.0,Sementes,Fertilizantes,5.0,3.0,2.0,6.0
43705,256.229.743-13,train,2,1.0,156.5,Fertilizantes,Fertilizantes,9.0,3.0,2.0,6.0
91493,256.229.743-13,test,3,,285.0,,Fertilizantes,,3.0,,2.0
22506,256.247.696-44,train,0,1.0,101.99133428646456,Sementes,Defensivos,8.0,0,5.0,2.0
33429,256.247.696-44,train,1,0.0,124.0,Sementes,Defensivos,8.0,8.0,4.0,5.0
34616,256.247.696-44,train,2,1.0,68.5,Defensivos,Defensivos,6.0,8.0,2.0,5.0
57939,256.247.696-44,train,3,1.0,133.66666666666666,,Sementes,,8.0,2.0,5.0
3535,256.270.909-87,train,0,0.0,101.99133428646456,Defensivos,Defensivos,5.0,0,4.0,2.0
8648,256.270.909-87,train,1,0.0,53.0,Fertilizantes,Fertilizantes,2.0,3.0,3.0,4.0
9049,256.270.909-87,train,2,0.0,28.5,Defensivos,Fertilizantes,3.0,3.0,2.0,4.0
9050,256.270.909-87,train,3,1.0,19.0,Defensivos,Fertilizantes,2.0,3.0,2.0,4.0
29291,256.270.909-87,train,4,0.0,71.25,Defensivos,Fertilizantes,2.0,3.0,5.0,2.0
31284,256.270.909-87,train,5,0.0,61.4,Fertilizantes,Defensivos,6.0,3.0,4.0,2.0
34113,256.270.909-87,train,6,0.0,56.5,Sementes,Defensivos,0.0,2.0,4.0,2.0
34210,256.270.909-87,train,7,0.0,48.57142857142857,Fertilizantes,Defensivos,6.0,2.0,4.0,4.0
41800,256.270.909-87,train,8,0.0,53.25,Fertilizantes,Defensivos,1.0,2.0,2.0,4.0
47547,256.270.909-87,train,9,1.0,54.55555555555556,Máquinas,Defensivos,6.0,2.0,7.0,4.0
58619,256.270.909-87,train,10,0.0,61.7,Fertilizantes,Fertilizantes,8.0,2.0,4.0,4.0
67743,256.270.909-87,train,11,0.0,65.72727272727273,Sementes,Fertilizantes,3.0,2.0,4.0,4.0
69186,256.270.909-87,train,12,0.0,61.583333333333336,Fertilizantes,Fertilizantes,7.0,2.0,3.0,4.0
78361,256.270.909-87,val,13,1.0,64.76923076923077,Defensivos,Fertilizantes,1.0,2.0,4.0,4.0
89257,256.270.909-87,test,14,0.0,68.85714285714286,Fertilizantes,Fertilizantes,8.0,2.0,,4.0
89555,256.270.909-87,test,15,,64.53333333333333,,Fertilizantes,,2.0,,4.0
50166,256.365.931-04,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
2885,256.432.423-11,train,0,0.0,101.99133428646456,Máquinas,Defensivos,8.0,0,9.0,2.0
3024,256.432.423-11,train,1,0.0,1.0,Máquinas,Defensivos,6.0,5.0,7.0,9.0
13148,256.432.423-11,train,2,1.0,54.0,Máquinas,Defensivos,5.0,5.0,6.0,9.0
26652,256.432.423-11,train,3,0.0,87.33333333333333,Sementes,Máquinas,4.0,5.0,3.0,9.0
27485,256.432.423-11,train,4,1.0,67.75,Defensivos,Máquinas,0.0,5.0,2.0,9.0
39431,256.432.423-11,train,5,1.0,81.0,Máquinas,Máquinas,3.0,5.0,5.0,9.0
50800,256.432.423-11,train,6,0.0,88.83333333333333,Máquinas,Máquinas,0.0,5.0,9.0,9.0
57887,256.432.423-11,train,7,0.0,87.71428571428571,Máquinas,Máquinas,7.0,5.0,9.0,9.0
58221,256.432.423-11,train,8,0.0,77.25,Máquinas,Máquinas,7.0,5.0,9.0,9.0
58440,256.432.423-11,train,9,0.0,69.0,Máquinas,Máquinas,6.0,5.0,9.0,9.0
58609,256.432.423-11,train,10,0.0,62.3,Sementes,Máquinas,9.0,5.0,9.0,9.0
59013,256.432.423-11,train,11,0.0,57.09090909090909,Sementes,Máquinas,3.0,5.0,9.0,9.0
59948,256.432.423-11,train,12,0.0,53.25,Máquinas,Máquinas,7.0,5.0,9.0,9.0
63566,256.432.423-11,train,13,0.0,52.30769230769231,Máquinas,Máquinas,0.0,5.0,8.0,9.0
66005,256.432.423-11,train,14,0.0,50.642857142857146,Sementes,Máquinas,9.0,7.0,8.0,9.0
67200,256.432.423-11,train,15,0.0,48.13333333333333,Fertilizantes,Máquinas,8.0,7.0,9.0,9.0
68147,256.432.423-11,train,16,0.0,45.8125,Fertilizantes,Máquinas,8.0,7.0,9.0,9.0
68321,256.432.423-11,train,17,0.0,43.23529411764706,Defensivos,Máquinas,3.0,7.0,9.0,9.0
68658,256.432.423-11,train,18,0.0,41.05555555555556,Máquinas,Máquinas,4.0,7.0,9.0,9.0
69375,256.432.423-11,train,19,0.0,39.31578947368421,Fertilizantes,Máquinas,8.0,7.0,9.0,9.0
71968,256.432.423-11,train,20,0.0,38.85,Defensivos,Máquinas,0.0,7.0,9.0,9.0
80237,256.432.423-11,val,21,0.0,41.38095238095238,Máquinas,Máquinas,5.0,8.0,9.0,9.0
80617,256.432.423-11,val,22,0.0,39.68181818181818,Máquinas,Máquinas,8.0,8.0,9.0,9.0
82278,256.432.423-11,val,23,0.0,38.78260869565217,Máquinas,Máquinas,5.0,8.0,8.0,9.0
85033,256.432.423-11,test,24,0.0,38.458333333333336,Máquinas,Máquinas,3.0,8.0,,9.0
90579,256.432.423-11,test,25,0.0,39.4,Máquinas,Máquinas,1.0,8.0,,9.0
95605,256.432.423-11,test,26,,39.92307692307692,,Máquinas,,8.0,,9.0
5139,256.434.516-62,train,0,1.0,101.99133428646456,Defensivos,Defensivos,9.0,0,2.0,2.0
73085,256.434.516-62,train,1,1.0,767.0,,Defensivos,,7.0,2.0,2.0
80912,256.608.503-08,val,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
600,256.639.878-00,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,4.0,0,5.0,2.0
4182,256.639.878-00,train,1,0.0,32.0,Fertilizantes,Fertilizantes,1.0,9.0,4.0,5.0
4195,256.639.878-00,train,2,0.0,16.0,Fertilizantes,Fertilizantes,3.0,9.0,4.0,5.0
4290,256.639.878-00,train,3,0.0,11.0,Fertilizantes,Fertilizantes,6.0,9.0,3.0,4.0
4854,256.639.878-00,train,4,1.0,9.5,Defensivos,Fertilizantes,5.0,9.0,2.0,4.0
21863,256.639.878-00,train,5,1.0,45.0,Máquinas,Fertilizantes,4.0,9.0,6.0,4.0
34803,256.639.878-00,train,6,0.0,62.0,Sementes,Fertilizantes,5.0,9.0,9.0,4.0
37517,256.639.878-00,train,7,0.0,57.42857142857143,Máquinas,Fertilizantes,9.0,4.0,9.0,4.0
45254,256.639.878-00,train,8,0.0,61.25,Máquinas,Fertilizantes,7.0,4.0,7.0,4.0
47620,256.639.878-00,train,9,0.0,57.44444444444444,Fertilizantes,Fertilizantes,2.0,4.0,3.0,4.0
50737,256.639.878-00,train,10,0.0,55.2,Fertilizantes,Fertilizantes,2.0,4.0,2.0,4.0
58468,256.639.878-00,train,11,1.0,58.27272727272727,Fertilizantes,Fertilizantes,9.0,4.0,5.0,4.0
70584,256.639.878-00,train,12,0.0,65.0,Fertilizantes,Fertilizantes,6.0,4.0,6.0,4.0
72199,256.639.878-00,train,13,0.0,61.46153846153846,Fertilizantes,Fertilizantes,7.0,9.0,5.0,4.0
75817,256.639.878-00,val,14,0.0,59.92857142857143,Fertilizantes,Fertilizantes,3.0,9.0,5.0,5.0
77507,256.639.878-00,val,15,0.0,57.2,Fertilizantes,Fertilizantes,8.0,9.0,5.0,5.0
84789,256.639.878-00,test,16,0.0,58.75,Fertilizantes,Fertilizantes,5.0,9.0,,5.0
90594,256.639.878-00,test,17,0.0,59.05882352941177,Fertilizantes,Fertilizantes,4.0,9.0,,5.0
97671,256.639.878-00,test,18,0.0,59.833333333333336,Fertilizantes,Fertilizantes,3.0,9.0,,5.0
97674,256.639.878-00,test,19,,56.68421052631579,,Fertilizantes,,9.0,,5.0
24890,256.658.971-24,train,0,0.0,101.99133428646456,Defensivos,Defensivos,7.0,0,3.0,2.0
30398,256.658.971-24,train,1,1.0,61.0,Fertilizantes,Fertilizantes,3.0,6.0,2.0,3.0
96943,256.658.971-24,test,2,,404.5,,Fertilizantes,,6.0,,3.0
73353,256.677.798-54,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
45460,256.764.903-49,train,0,1.0,101.99133428646456,Defensivos,Defensivos,9.0,0,2.0,2.0
81819,256.764.903-49,val,1,1.0,414.0,,Sementes,,3.0,2.0,2.0
4896,256.798.349-01,train,0,0.0,101.99133428646456,Máquinas,Defensivos,8.0,0,9.0,2.0
6339,256.798.349-01,train,1,0.0,14.0,Máquinas,Sementes,2.0,4.0,8.0,9.0
7773,256.798.349-01,train,2,0.0,15.0,Máquinas,Sementes,7.0,4.0,7.0,9.0
7775,256.798.349-01,train,3,1.0,10.0,Defensivos,Máquinas,7.0,4.0,2.0,9.0
35222,256.798.349-01,train,4,0.0,84.5,Máquinas,Máquinas,4.0,4.0,6.0,9.0
38989,256.798.349-01,train,5,1.0,76.0,Defensivos,Máquinas,6.0,7.0,3.0,9.0
51096,256.798.349-01,train,6,0.0,86.16666666666667,Máquinas,Máquinas,3.0,7.0,6.0,9.0
59905,256.798.349-01,train,7,0.0,88.42857142857143,Fertilizantes,Máquinas,4.0,7.0,3.0,6.0
60006,256.798.349-01,train,8,1.0,77.5,Defensivos,Máquinas,5.0,7.0,2.0,6.0
77115,256.798.349-01,val,9,1.0,90.44444444444444,Defensivos,Máquinas,0.0,4.0,2.0,6.0
96805,256.798.349-01,test,10,,103.0,,Máquinas,,4.0,,2.0
89035,256.828.360-22,test,0,,101.99133428646456,,Defensivos,,0,,2.0
51439,256.834.735-00,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
19059,256.844.372-30,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
23568,256.885.136-83,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
10124,256.996.904-41,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
62331,257.007.299-03,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
948,257.056.107-00,train,0,0.0,101.99133428646456,Máquinas,Defensivos,5.0,0,8.0,2.0
1557,257.056.107-00,train,1,0.0,5.0,Máquinas,Máquinas,7.0,0.0,9.0,8.0
8887,257.056.107-00,train,2,0.0,39.5,Máquinas,Máquinas,1.0,0.0,9.0,8.0
16045,257.056.107-00,train,3,0.0,52.333333333333336,Máquinas,Máquinas,8.0,0.0,9.0,9.0
18406,257.056.107-00,train,4,0.0,46.0,Máquinas,Máquinas,3.0,0.0,9.0,9.0
18944,257.056.107-00,train,5,0.0,38.2,Máquinas,Máquinas,5.0,0.0,9.0,9.0
18968,257.056.107-00,train,6,0.0,31.833333333333332,Máquinas,Máquinas,8.0,0.0,9.0,9.0
22398,257.056.107-00,train,7,0.0,32.714285714285715,Máquinas,Máquinas,9.0,5.0,9.0,9.0
22400,257.056.107-00,train,8,0.0,28.625,Máquinas,Máquinas,6.0,5.0,8.0,9.0
26575,257.056.107-00,train,9,0.0,30.88888888888889,Defensivos,Máquinas,4.0,5.0,8.0,9.0
27110,257.056.107-00,train,10,0.0,28.4,Fertilizantes,Máquinas,7.0,5.0,8.0,9.0
37112,257.056.107-00,train,11,0.0,35.90909090909091,Máquinas,Máquinas,7.0,5.0,9.0,9.0
38057,257.056.107-00,train,12,0.0,33.916666666666664,Máquinas,Máquinas,4.0,5.0,9.0,9.0
41711,257.056.107-00,train,13,0.0,34.46153846153846,Máquinas,Máquinas,9.0,7.0,8.0,9.0
44461,257.056.107-00,train,14,1.0,34.214285714285715,Máquinas,Máquinas,4.0,7.0,6.0,9.0
57848,257.056.107-00,train,15,0.0,42.06666666666667,Máquinas,Máquinas,8.0,7.0,8.0,9.0
66069,257.056.107-00,train,16,0.0,45.4375,Fertilizantes,Máquinas,6.0,7.0,9.0,9.0
66216,257.056.107-00,train,17,0.0,42.8235294117647,Máquinas,Máquinas,6.0,7.0,9.0,9.0
74332,257.056.107-00,train,18,0.0,45.55555555555556,Máquinas,Máquinas,7.0,7.0,9.0,9.0
78631,257.056.107-00,val,19,0.0,45.68421052631579,Máquinas,Máquinas,9.0,7.0,9.0,9.0
80538,257.056.107-00,val,20,0.0,44.45,Máquinas,Máquinas,3.0,7.0,7.0,9.0
81799,257.056.107-00,val,21,0.0,43.04761904761905,Máquinas,Máquinas,0.0,7.0,7.0,9.0
82526,257.056.107-00,test,22,0.0,41.40909090909091,Sementes,Máquinas,0.0,7.0,6.0,9.0
83039,257.056.107-00,test,23,0.0,39.869565217391305,Máquinas,Máquinas,5.0,7.0,,9.0
91085,257.056.107-00,test,24,,42.0,,Máquinas,,7.0,,9.0
47559,257.137.490-70,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
3803,257.255.582-40,train,0,0.0,101.99133428646456,Máquinas,Defensivos,7.0,0,7.0,2.0
11313,257.255.582-40,train,1,1.0,79.0,Defensivos,Defensivos,0.0,6.0,3.0,7.0
23813,257.255.582-40,train,2,0.0,110.0,Defensivos,Defensivos,5.0,6.0,3.0,7.0
24391,257.255.582-40,train,3,1.0,75.66666666666667,Sementes,Defensivos,7.0,6.0,2.0,3.0
71808,257.255.582-40,train,4,0.0,191.5,Defensivos,Defensivos,6.0,6.0,3.0,3.0
79286,257.255.582-40,val,5,1.0,169.8,,Defensivos,,7.0,2.0,3.0
58075,257.256.338-02,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
4617,257.312.629-34,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
33118,257.396.910-01,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
33372,257.659.998-24,train,0,0.0,101.99133428646456,Defensivos,Defensivos,8.0,0,4.0,2.0
33438,257.659.998-24,train,1,1.0,1.0,Sementes,Defensivos,9.0,6.0,2.0,4.0
50996,257.659.998-24,train,2,1.0,99.5,Máquinas,Defensivos,9.0,6.0,2.0,4.0
88194,257.659.998-24,test,3,,207.33333333333334,,Defensivos,,6.0,,2.0
7193,257.684.233-03,train,0,1.0,101.99133428646456,Defensivos,Defensivos,1.0,0,2.0,2.0
56881,257.684.233-03,train,1,1.0,559.0,Fertilizantes,Máquinas,9.0,5.0,4.0,2.0
71035,257.684.233-03,train,2,1.0,361.0,,Máquinas,,5.0,2.0,2.0
479,257.689.637-58,train,0,0.0,101.99133428646456,Sementes,Defensivos,3.0,0,9.0,2.0
3366,257.689.637-58,train,1,0.0,25.0,Sementes,Fertilizantes,4.0,7.0,9.0,9.0
3370,257.689.637-58,train,2,0.0,12.5,Defensivos,Fertilizantes,5.0,7.0,9.0,9.0
3485,257.689.637-58,train,3,0.0,8.666666666666666,Máquinas,Sementes,7.0,7.0,9.0,9.0
4351,257.689.637-58,train,4,0.0,8.5,Fertilizantes,Sementes,4.0,7.0,8.0,9.0
5400,257.689.637-58,train,5,0.0,9.0,Sementes,Sementes,3.0,7.0,8.0,9.0
6601,257.689.637-58,train,6,0.0,9.5,Sementes,Sementes,1.0,7.0,8.0,9.0
