evento_id,entidade_id,split,valor,desconto,valor_bucket,desconto_bucket
6276,795.761.521-00,train,3815.8,180.35,4,3
6277,157.529.233-52,train,9991.69,183.3,8,3
6278,351.516.968-74,train,8689.61,1101.29,8,9
6279,185.461.436-33,train,3320.54,261.9,3,4
6280,279.808.097-50,train,9867.94,929.72,8,9
6281,263.509.004-13,train,94630.24,9780.46,8,9
6282,133.322.578-46,train,5597.47,255.25,6,4
6283,980.009.396-65,train,14831.51,867.25,9,8
6284,507.313.332-33,train,5009.24,696.16,5,8
6285,858.869.022-52,train,1766.93,41.09,1,0
6286,419.845.229-65,train,1104.2,133.42,1,2
6287,728.092.779-31,train,157265.64,7044.66,9,8
6288,157.126.938-01,train,5757.7,628.46,6,8
6289,287.501.600-87,train,2623.6,136.52,3,2
6290,851.401.430-70,train,13595.47,924.03,9,8
6291,034.924.311-51,train,1634.85,201.61,1,3
6292,498.582.187-02,train,50823.1,5644.1,6,8
6293,737.866.820-62,train,10749.19,400.27,8,6
6294,756.293.958-66,train,1584.48,211.3,1,4
6295,592.088.036-86,train,6432.73,504.79,7,7
6296,638.347.083-30,train,6936.4,769.25,6,8
6297,953.643.421-07,train,14837.47,1712.45,9,9
6298,920.199.411-71,train,42232.19,6580.76,5,8
6299,861.807.712-78,train,226.21,20.35,0,0
6300,841.678.042-04,train,12918.21,744.32,9,8
6301,222.173.594-36,train,1772.13,59.78,1,0
6302,390.721.851-53,train,18569.48,471.46,2,0
6303,161.403.530-09,train,3865.1,164.9,3,2
6304,104.255.610-54,train,9277.38,488.95,8,7
6305,735.958.099-47,train,35568.59,1148.33,4,2
6306,124.832.195-27,train,3673.53,222.84,4,4
6307,322.933.387-03,train,1927.36,189.6,1,3
6308,415.437.258-05,train,1572.0,84.24,1,1
6309,467.055.686-07,train,8952.88,457.92,7,6
6310,714.377.147-30,train,1589.52,111.9,1,1
6311,231.861.398-21,train,1943.17,233.69,1,3
6312,787.231.534-31,train,1651.7,133.04,1,2
6313,836.225.921-33,train,1077.57,36.0,0,0
6314,175.028.571-17,train,8816.07,621.93,8,8
6315,757.190.780-29,train,32900.91,4161.33,4,7
6316,490.805.184-41,train,3681.81,101.73,3,1
6317,868.835.831-14,train,4198.74,456.03,4,6
6318,489.680.787-18,train,9800.87,445.38,8,7
6319,858.463.214-02,train,19960.68,405.22,2,0
6320,155.977.779-63,train,1513.07,98.47,1,1
6321,295.406.012-31,train,3836.38,326.69,3,5
6322,029.536.177-87,train,10701.14,295.1,9,5
6323,932.656.892-04,train,4052.03,471.32,3,6
6324,745.381.120-11,train,46607.6,1639.7,5,3
6325,510.606.908-45,train,201012.89,6177.01,9,8
6326,195.076.838-44,train,3702.14,281.71,4,5
6327,580.314.930-65,train,2649.34,198.61,2,3
6328,775.761.176-80,train,73783.89,3462.61,7,6
6329,021.048.490-04,train,30977.99,2472.11,9,9
6330,170.244.059-10,train,1332.66,54.79,1,0
6331,207.729.075-79,train,1385.89,18.3,1,0
6332,611.418.246-47,train,1401.71,21.15,1,0
6333,814.342.085-08,train,10760.39,297.82,8,5
6334,510.606.908-45,train,100618.16,11809.74,8,9
6335,250.025.241-84,train,9208.8,46.62,8,0
6336,654.401.128-20,train,4911.73,232.91,5,4
6337,157.258.561-78,train,9268.24,671.92,8,8
6338,609.841.330-46,train,45337.44,2613.42,5,5
6339,256.798.349-01,train,82950.55,5726.97,8,8
6340,469.388.579-70,train,724.8,72.88,0,1
6341,817.761.385-54,train,1822.88,117.52,1,1
6342,266.197.835-62,train,2409.87,152.73,2,2
6343,094.128.324-00,train,22055.76,1795.41,9,9
6344,289.135.554-76,train,7615.56,796.14,6,8
6345,122.415.560-25,train,2095.75,188.71,2,3
6346,237.469.807-63,train,13696.89,286.11,9,5
6347,519.789.075-40,train,5986.43,684.83,0,1
6348,129.370.350-86,train,589.31,37.17,0,0
6349,241.974.004-11,train,24761.83,3153.59,3,6
6350,778.127.755-42,train,122960.39,6409.01,9,8
6351,972.287.465-97,train,2718.63,329.73,2,5
6352,213.510.155-91,train,14756.94,163.38,9,2
6353,032.813.623-97,train,54449.05,3629.15,6,6
6354,937.105.243-00,train,6016.56,343.44,6,6
6355,775.709.632-45,train,15535.56,938.74,1,2
6356,654.973.220-42,train,161079.96,5545.64,9,8
6357,085.288.708-63,train,9234.56,570.76,8,7
6358,373.198.325-77,train,7542.24,326.88,7,5
6359,947.785.254-69,train,2905.98,198.87,3,3
6360,064.964.488-33,train,11340.53,104.35,8,1
6361,530.144.871-47,train,11595.92,539.59,8,7
6362,938.203.645-87,train,5047.76,195.22,5,3
6363,959.880.064-42,train,552.51,16.19,0,0
6364,268.577.162-00,train,16311.54,1728.86,9,9
6365,978.476.837-25,train,17608.2,1435.17,9,9
6366,134.861.586-94,train,55670.44,681.52,6,1
6367,157.880.306-33,train,847.98,20.59,0,0
6368,423.476.106-00,train,6184.21,387.05,6,6
6369,135.081.824-01,train,8818.3,1215.54,7,9
6370,657.813.012-83,train,2540.24,385.36,2,6
6371,661.069.349-83,train,2833.03,240.56,3,4
6372,797.518.034-38,train,1632.66,85.28,1,1
6373,763.118.915-30,train,20726.09,1073.26,9,9
6374,917.712.540-17,train,4840.31,724.04,4,8
6375,733.732.335-26,train,334.82,8.06,0,0
6376,062.360.049-86,train,73828.76,5120.84,7,7
6377,330.373.601-43,train,4063.16,219.72,4,4
6378,973.943.930-62,train,1205.87,74.68,0,1
6379,112.980.974-95,train,1763.97,285.37,1,4
6380,521.237.883-41,train,2704.2,128.28,2,2
6381,967.149.995-34,train,6470.1,147.9,7,3
6382,052.757.648-47,train,1513.67,116.93,1,1
6383,853.797.369-63,train,9226.68,851.52,0,1
6384,793.979.867-75,train,13948.98,664.41,9,8
6385,745.381.120-11,train,6044.26,306.8,6,5
6386,759.152.588-32,train,2454.43,53.93,2,0
6387,625.727.865-16,train,19859.31,1895.61,9,9
6388,692.191.063-61,train,63415.07,5822.93,7,8
6389,682.214.080-85,train,5472.71,251.19,5,4
6390,233.785.749-25,train,777.25,17.81,0,0
6391,629.135.066-15,train,5377.2,725.25,5,8
6392,734.386.727-07,train,3247.28,74.72,3,1
6393,370.011.444-36,train,84048.79,3927.2,8,6
6394,760.674.115-80,train,12610.31,732.69,9,8
6395,581.910.028-09,train,805.9,52.7,0,0
6396,733.732.335-26,train,1196.94,29.1,1,0
6397,716.537.275-00,train,71842.39,9238.01,7,9
6398,944.922.834-55,train,44689.56,7338.18,5,8
6399,557.055.003-86,train,1508.42,12.99,1,0
6400,836.141.470-37,train,9470.19,273.25,7,4
6401,735.958.099-47,train,111386.59,4585.13,9,7
6402,011.277.566-72,train,6343.23,134.92,7,2
6403,452.729.690-65,train,783.68,52.97,0,0
6404,979.902.750-07,train,4953.47,382.69,4,5
6405,499.147.294-60,train,4693.48,481.4,5,7
6406,249.091.252-64,train,2543.57,128.35,2,2
6407,684.195.867-57,train,10824.51,682.37,9,8
6408,179.060.957-74,train,14996.02,225.08,1,0
6409,684.195.867-57,train,8853.97,1221.11,8,9
6410,561.231.649-61,train,3573.56,235.63,4,4
6411,739.903.491-55,train,7662.83,617.54,6,7
6412,960.577.251-58,train,3988.29,584.6,4,8
6413,049.909.030-64,train,2470.03,240.29,2,4
6414,792.856.568-46,train,2594.6,251.26,2,4
6415,029.584.341-17,train,5746.35,615.27,6,8
6416,062.671.675-69,train,41877.22,996.06,5,2
6417,855.217.006-09,train,1088.99,36.59,0,0
6418,403.351.996-31,train,38467.79,2374.61,5,5
6419,874.448.109-82,train,2848.73,130.55,2,2
6420,740.860.650-53,train,1301.98,131.22,1,2
6421,006.212.444-73,train,2865.23,73.97,3,1
6422,697.250.425-22,train,6254.46,246.94,6,4
6423,839.976.389-69,train,2301.36,89.56,2,1
6424,845.095.511-42,train,2539.81,153.23,2,3
6425,749.611.629-73,train,5827.55,407.65,6,6
6426,040.690.904-01,train,81407.9,3785.92,8,6
6427,747.785.531-44,train,3650.44,70.49,3,0
6428,983.217.926-26,train,1256.87,148.67,0,2
6429,324.680.506-73,train,1206.0,150.54,0,2
6430,590.317.517-15,train,3957.81,218.79,4,4
6431,156.824.266-22,train,1365.28,24.82,0,0
6432,792.055.496-90,train,66497.35,3125.56,7,6
6433,609.465.440-42,train,449.26,44.04,0,0
6434,610.705.370-04,train,778.23,13.26,0,0
6435,920.772.890-74,train,6949.02,29.78,6,0
6436,209.773.566-55,train,7224.09,382.91,7,6
6437,396.430.172-81,train,3096.01,207.33,3,3
6438,080.469.773-65,train,1483.73,188.15,1,3
6439,208.105.409-40,train,13339.24,702.02,9,7
6440,077.199.270-01,train,1694.63,168.19,1,2
6441,590.317.517-15,train,6787.27,938.57,6,9
6442,960.577.251-58,train,130763.7,11160.25,9,9
6443,994.764.866-43,train,18386.5,1756.0,9,9
6444,805.498.825-70,train,10620.91,370.19,9,6
6445,683.613.127-06,train,10081.89,713.72,8,8
6446,210.638.953-16,train,26696.07,492.81,3,0
6447,276.508.125-53,train,23229.98,1940.62,3,4
6448,376.775.922-52,train,6567.5,336.22,6,5
6449,769.061.664-09,train,101368.38,11255.22,8,9
6450,254.439.744-67,train,2506.42,291.08,2,5
6451,797.684.089-44,train,2295.57,134.95,2,2
6452,538.546.771-54,train,6206.88,248.0,6,4
6453,225.717.633-26,train,2192.26,283.5,1,4
6454,217.481.455-25,train,1678.47,64.69,1,1
6455,524.227.785-85,train,6410.75,656.17,6,7
6456,505.387.933-84,train,3001.39,247.89,3,4
6457,700.493.716-06,train,10180.55,748.96,8,8
6458,288.066.286-90,train,6580.75,221.45,6,3
6459,561.548.381-40,train,27629.15,929.71,3,2
6460,283.975.030-99,train,9239.99,641.42,7,7
6461,141.130.263-00,train,8531.48,305.32,7,4
6462,289.268.258-41,train,4167.98,328.22,4,5
6463,332.710.055-16,train,3415.79,206.53,4,4
6464,538.546.771-54,train,11205.67,1678.01,9,9
6465,803.873.573-00,train,2956.73,230.41,2,3
6466,530.865.290-24,train,5247.71,382.03,5,5
6467,139.744.223-90,train,12179.77,1033.71,9,9
6468,108.705.438-90,train,2020.99,62.75,2,1
6469,630.570.035-40,train,2134.08,20.78,2,0
6470,123.939.542-60,train,6943.66,914.3,6,8
6471,439.981.057-27,train,15639.28,290.99,9,4
6472,241.045.752-59,train,1618.38,81.8,1,1
6473,147.816.397-63,train,2323.23,185.14,2,3
6474,603.290.352-40,train,45369.5,5139.14,5,7
6475,580.702.427-36,train,3225.27,40.17,3,0
6476,080.022.759-00,train,2056.39,186.81,2,3
6477,054.339.105-12,train,587.47,66.77,0,1
6478,340.366.535-63,train,1227.12,70.8,1,1
6479,044.210.040-06,train,1186.32,163.0,1,3
6480,371.352.481-55,train,51803.71,5383.69,6,7
6481,919.230.098-77,train,872.35,46.81,0,0
6482,789.902.408-08,train,15390.01,1090.16,9,9
6483,846.776.630-17,train,26666.23,3137.77,3,6
6484,888.807.959-96,train,3496.84,72.2,3,1
6485,834.519.515-68,train,6594.02,80.78,7,1
6486,017.740.723-94,train,91050.5,7700.05,8,8
6487,567.768.119-97,train,7440.14,1106.7,7,9
6488,144.949.286-07,train,106920.96,5878.74,9,8
6489,620.509.695-11,train,3633.35,467.77,3,6
6490,816.623.672-95,train,22045.31,1108.27,2,2
6491,857.847.855-08,train,3675.95,179.74,4,3
6492,556.431.793-93,train,8046.26,1176.14,8,9
6493,408.315.136-67,train,10648.86,868.17,8,8
6494,607.282.487-00,train,3533.6,443.7,3,6
6495,563.856.058-09,train,8916.28,242.24,8,4
6496,072.514.864-07,train,90557.55,5640.85,8,8
6497,973.703.256-01,train,494.19,53.01,0,0
6498,183.017.994-20,train,922.11,65.67,0,1
6499,079.309.437-20,train,10005.11,1214.39,8,9
6500,950.511.590-36,train,9148.73,925.66,0,2
6501,653.190.258-23,train,2286.18,28.06,2,0
6502,846.769.019-41,train,8710.78,87.62,7,1
6503,812.729.452-78,train,5597.1,125.74,5,2
6504,130.511.320-98,train,4118.4,406.45,4,6
6505,268.012.901-69,train,3784.02,206.28,3,3
6506,349.845.737-32,train,13251.32,1095.08,1,2
6507,246.655.145-42,train,5933.42,814.66,6,8
6508,984.607.077-25,train,57671.48,4457.32,6,7
6509,322.344.345-21,train,2715.44,212.8,3,4
6510,262.472.862-79,train,3628.62,268.56,4,5
6511,543.327.277-03,train,4236.15,560.15,5,7
6512,240.750.403-80,train,12493.13,1925.87,9,9
6513,626.427.139-03,train,1289.81,177.59,1,3
6514,699.529.089-54,train,10788.28,1159.63,1,2
6515,030.546.360-89,train,71791.98,5244.24,7,7
6516,167.354.134-82,train,37670.16,1905.4,4,4
6517,639.101.591-09,train,10698.04,577.35,8,7
6518,937.005.677-74,train,3327.68,124.87,3,2
6519,393.764.756-23,train,4394.39,576.88,4,7
6520,222.396.594-67,train,7838.68,271.76,7,4
6521,675.159.113-60,train,2303.19,145.53,2,2
6522,278.523.743-95,train,4019.56,420.98,4,6
6523,177.071.380-82,train,30485.24,2531.98,4,5
6524,581.552.908-75,train,744.09,23.42,0,0
6525,349.845.737-32,train,27713.81,4777.59,3,7
6526,658.302.422-57,train,5550.31,419.45,5,6
6527,983.217.926-26,train,10311.81,947.97,1,2
6528,702.645.606-71,train,26084.76,1759.7,9,9
6529,388.456.350-58,train,5070.12,127.24,5,2
6530,466.172.495-00,train,23765.49,2865.01,9,9
6531,633.752.485-39,train,1926.17,111.68,1,2
6532,615.570.465-14,train,3278.15,396.13,3,6
6533,389.333.734-20,train,8598.76,233.14,7,3
6534,273.876.736-24,train,8117.76,267.9,7,4
6535,554.048.548-39,train,920.86,88.42,0,1
6536,029.536.177-87,train,13185.2,873.11,9,9
6537,172.329.075-08,train,12431.22,1295.15,9,9
6538,263.509.004-13,train,41895.45,2593.15,5,5
6539,768.744.517-15,train,10938.55,705.13,9,8
6540,925.528.054-69,train,34570.43,4877.49,4,7
6541,951.713.308-16,train,8621.84,1054.54,8,9
6542,566.564.579-67,train,26337.22,2133.78,3,4
6543,285.988.527-75,train,1366.72,85.24,1,1
6544,860.703.096-50,train,3977.14,419.32,4,6
6545,625.241.218-01,train,2231.44,126.38,2,2
6546,698.755.611-34,train,9705.49,276.16,8,4
6547,319.363.800-56,train,1588.91,29.26,1,0
6548,335.943.083-24,train,8836.95,659.91,7,7
6549,745.426.855-27,train,44130.43,3370.52,5,6
6550,153.744.417-44,train,6413.82,416.01,7,6
6551,678.402.975-52,train,8790.89,720.01,7,8
6552,839.938.093-86,train,3160.21,211.07,3,4
6553,338.653.162-80,train,4239.34,279.44,5,5
6554,743.054.159-33,train,13234.87,679.45,9,8
6555,530.865.290-24,train,10919.41,790.26,8,8
6556,622.205.669-51,train,9008.01,942.29,8,9
6557,237.883.582-54,train,1612.94,122.85,1,2
6558,847.505.056-50,train,22463.52,1107.69,2,2
6559,042.327.031-10,train,6347.48,571.53,7,7
6560,610.705.370-04,train,6256.09,377.09,6,6
6561,835.806.335-03,train,3537.17,371.79,3,6
6562,152.005.987-61,train,7298.39,713.81,6,8
6563,015.927.603-92,train,1657.48,114.14,1,2
6564,015.927.603-92,train,46790.96,3123.94,6,6
6565,633.683.425-50,train,7377.84,733.59,7,8
6566,106.097.279-40,train,8329.52,693.76,7,8
6567,065.130.338-96,train,11463.0,459.4,8,6
6568,290.972.855-26,train,3862.78,288.56,4,5
6569,031.299.943-78,train,10752.05,82.69,9,1
6570,208.752.680-05,train,2183.07,251.13,1,4
6571,784.192.113-62,train,2619.41,439.64,3,7
6572,861.053.595-94,train,2411.59,154.77,2,3
6573,057.947.795-94,train,4709.02,437.46,5,7
6574,784.192.113-62,train,7836.76,348.2,7,5
6575,532.683.387-55,train,1999.18,241.04,2,4
6576,119.627.178-01,train,51194.91,4133.55,6,7
6577,018.205.104-84,train,6961.71,943.73,7,9
6578,385.142.328-35,train,999.57,23.47,0,0
6579,182.923.061-10,train,5345.85,699.09,5,8
6580,797.893.418-73,train,2920.91,344.23,3,6
6581,309.864.085-57,train,4007.62,98.83,4,1
6582,797.684.089-44,train,1123.31,91.42,1,1
6583,743.002.264-23,train,8263.71,1146.05,7,9
6584,402.497.891-83,train,13869.5,1259.26,1,2
6585,527.574.944-90,train,14066.93,1338.08,1,3
6586,221.111.699-00,train,1234.39,130.52,1,2
6587,367.471.378-09,train,7721.69,496.75,7,7
6588,768.454.518-34,train,8141.82,573.82,7,7
6589,403.351.996-31,train,2854.77,211.59,2,3
6590,388.775.269-47,train,1026.43,91.45,0,1
6591,938.955.136-60,train,8348.24,433.96,7,6
6592,934.664.077-45,train,5227.9,442.7,5,6
6593,097.713.945-09,train,139151.87,6904.88,9,8
6594,777.982.114-54,train,13116.54,1366.74,9,9
6595,501.790.235-00,train,9948.15,591.75,8,8
6596,163.128.547-52,train,70429.24,7658.36,7,8
6597,225.849.647-08,train,9680.79,358.4,8,5
6598,174.581.254-70,train,15588.98,461.08,9,6
6599,493.700.461-19,train,2358.04,168.33,2,2
6600,021.592.420-71,train,7223.9,643.13,0,1
6601,257.689.637-58,train,3149.87,244.87,3,4
6602,423.476.106-00,train,5236.55,403.45,5,6
6603,131.546.860-37,train,4977.29,171.97,5,3
6604,882.503.155-61,train,3779.66,550.74,4,7
6605,039.305.753-45,train,1010.93,115.88,0,2
6606,666.701.522-72,train,4848.78,324.72,5,5
6607,022.324.876-28,train,4002.84,121.8,4,2
6608,632.491.372-43,train,1856.64,16.21,2,0
6609,267.605.383-31,train,10117.77,631.63,8,8
6610,363.262.629-41,train,8049.06,399.6,8,6
6611,164.680.259-40,train,53321.09,5113.86,6,7
6612,262.447.250-93,train,2522.59,130.59,2,2
6613,841.856.335-48,train,4109.22,298.62,4,5
6614,902.705.363-45,train,4519.14,169.78,4,3
6615,624.210.456-30,train,111932.38,8867.72,9,9
6616,183.017.994-20,train,24752.66,662.17,3,1
6617,038.855.240-90,train,3047.43,258.01,3,4
6618,005.045.398-09,train,47782.23,5082.33,6,7
6619,197.143.884-73,train,90382.45,12393.75,8,9
6620,341.072.836-82,train,30876.06,1878.62,4,4
6621,031.950.577-43,train,20618.49,1466.55,9,9
6622,628.714.389-43,train,4489.78,80.72,4,1
6623,071.363.146-58,train,6958.99,773.73,6,8
6624,845.100.718-09,train,4566.77,442.23,4,6
6625,746.069.542-48,train,42825.46,610.1,5,1
6626,506.302.307-06,train,83500.7,6963.1,8,8
6627,325.433.703-40,train,5234.22,556.88,5,7
6628,354.674.994-40,train,4994.48,239.84,4,3
6629,822.466.758-80,train,5885.99,948.72,0,2
6630,177.112.578-05,train,3843.42,144.3,4,2
6631,413.543.904-74,train,7882.62,333.22,7,5
6632,970.748.288-58,train,5908.81,659.92,6,8
6633,217.481.298-30,train,4435.05,393.2,4,6
6634,917.712.540-17,train,7422.7,519.05,7,7
6635,793.888.095-72,train,31858.05,2915.78,4,5
6636,049.788.910-27,train,7158.65,762.06,7,8
6637,198.171.704-89,train,2467.41,157.67,2,2
6638,134.861.586-94,train,65561.97,3976.63,7,6
6639,540.155.515-67,train,4860.93,352.55,5,5
6640,515.385.064-16,train,4015.24,216.29,4,4
6641,178.299.806-32,train,1689.82,115.58,1,2
6642,692.740.540-25,train,4019.09,222.91,4,4
6643,622.105.924-02,train,2417.34,168.78,2,2
6644,567.640.968-13,train,4515.6,150.9,4,2
6645,816.337.391-12,train,3757.04,449.2,4,7
6646,659.476.368-75,train,1960.01,259.04,1,4
6647,677.770.428-07,train,7883.68,784.0,7,8
6648,017.362.230-54,train,9631.33,1308.35,8,9
6649,222.396.594-67,train,14428.32,668.78,9,7
6650,466.145.560-61,train,10706.81,533.65,9,7
6651,439.991.933-79,train,9095.28,584.94,7,7
6652,561.231.649-61,train,2138.71,256.21,1,4
6653,462.051.908-18,train,2514.22,152.26,2,2
6654,994.340.095-10,train,994.62,54.88,0,0
6655,530.144.871-47,train,2756.35,380.33,2,5
6656,746.069.542-48,train,4366.31,114.85,4,1
6657,066.350.649-23,train,536.12,30.93,0,0
6658,250.917.964-01,train,973.04,68.3,0,1
6659,157.707.503-08,train,3083.56,222.44,3,4
6660,267.280.059-60,train,11763.99,1004.21,8,9
6661,746.069.542-48,train,110876.21,13564.19,9,9
6662,831.453.190-19,train,1291.37,202.21,0,3
6663,378.747.397-10,train,3375.48,190.5,3,3
6664,174.095.804-70,train,723.32,63.37,0,1
6665,578.446.023-41,train,2350.38,169.05,2,2
6666,638.789.269-44,train,5407.78,845.42,6,9
6667,365.346.760-87,train,2533.42,110.9,2,2
6668,199.239.704-00,train,13451.52,437.12,9,6
6669,340.183.980-26,train,32022.73,2203.91,4,4
6670,451.865.654-74,train,7038.6,504.7,6,7
6671,513.846.709-39,train,10920.03,1045.27,9,9
6672,104.909.800-58,train,1114.29,58.2,0,0
6673,685.557.835-77,train,6010.45,403.13,5,5
6674,351.456.539-21,train,59674.88,2951.18,7,5
6675,331.584.325-28,train,1217.2,32.26,1,0
6676,560.456.420-66,train,5049.08,135.33,5,2
6677,671.784.335-74,train,46235.86,2278.01,5,4
6678,115.657.493-59,train,3669.59,187.09,3,3
6679,710.511.267-03,train,1561.45,224.41,1,4
6680,806.149.094-30,train,12082.39,284.96,8,4
6681,822.466.758-80,train,3347.75,316.37,3,4
6682,514.408.456-70,train,11258.01,728.27,1,1
6683,569.528.878-90,train,1090.04,30.04,0,0
6684,901.966.926-52,train,10777.58,287.42,9,5
6685,144.909.334-52,train,2454.2,176.86,2,3
6686,669.846.941-67,train,2570.92,231.32,2,4
6687,060.137.002-30,train,10697.96,832.0,1,1
6688,170.481.486-32,train,3318.34,230.9,3,3
6689,593.073.433-06,train,13191.65,506.65,9,7
6690,772.421.314-30,train,889.44,123.92,0,2
6691,712.859.350-04,train,4088.68,279.86,4,5
6692,144.851.816-42,train,9151.74,725.85,8,8
6693,184.484.828-08,train,9848.73,527.07,8,6
6694,438.668.127-28,train,3023.55,368.07,3,6
6695,491.562.494-38,train,8662.4,576.76,8,8
6696,562.587.888-90,train,5299.22,354.4,6,6
6697,652.256.945-00,train,1412.78,128.86,1,2
6698,458.206.937-10,train,3772.7,201.34,4,3
6699,771.250.534-91,train,4459.06,636.86,4,7
6700,657.525.706-20,train,5090.33,619.96,5,8
6701,426.069.801-07,train,730.56,84.02,0,1
6702,861.807.712-78,train,2322.52,146.38,2,2
6703,331.042.772-22,train,7962.84,469.46,8,7
6704,746.909.950-60,train,37331.88,2335.42,4,5
6705,604.891.627-20,train,4943.3,405.04,5,6
6706,604.891.627-20,train,6854.19,543.45,6,7
6707,647.848.031-30,train,2459.66,215.08,2,4
6708,794.118.436-20,train,8112.81,137.49,7,2
6709,026.170.607-13,train,3036.93,180.09,2,3
6710,022.492.080-42,train,865.39,77.96,0,1
6711,075.448.806-30,train,3330.12,119.82,3,2
6712,155.977.779-63,train,2740.14,160.96,3,3
6713,514.361.260-88,train,7178.75,614.26,6,7
6714,320.060.136-10,train,3514.84,111.16,3,1
6715,635.324.563-70,train,3033.04,178.64,2,2
6716,588.739.508-76,train,1806.17,154.51,1,2
6717,795.781.119-16,train,14182.24,514.46,9,6
6718,112.789.158-85,train,10763.34,913.7,9,9
6719,435.565.655-10,train,40110.29,3882.27,5,6
6720,944.081.066-15,train,14548.23,504.25,9,7
6721,366.927.126-02,train,1412.76,49.96,1,0
6722,433.022.972-20,train,6798.27,379.93,6,5
6723,861.807.712-78,train,12590.71,1038.57,9,9
6724,331.564.734-80,train,4948.11,509.09,5,7
6725,731.153.992-78,train,44485.03,4332.13,5,7
6726,821.209.184-81,train,11132.47,701.77,9,8
6727,871.554.992-50,train,1015.58,88.51,0,1
6728,644.126.140-50,train,1589.86,104.94,1,2
6729,837.764.116-00,train,3000.83,231.25,2,3
6730,237.576.018-23,train,995.8,96.65,0,1
6731,285.138.403-19,train,34918.28,4191.96,4,7
6732,876.681.277-12,train,7195.83,905.69,7,9
6733,470.542.315-11,train,11295.51,764.59,1,1
6734,220.288.002-08,train,9002.54,708.5,8,8
6735,404.388.708-67,train,16035.94,960.02,2,2
6736,685.529.083-36,train,2941.24,131.36,3,2
6737,493.093.801-52,train,8198.43,39.09,7,0
6738,724.929.547-06,train,10817.55,510.97,9,7
6739,782.149.593-06,train,119426.72,753.28,9,1
6740,501.893.051-93,train,3057.95,217.85,3,4
6741,493.943.801-59,train,11553.33,921.39,8,8
6742,811.059.015-21,train,5407.22,345.37,0,0
6743,857.558.317-42,train,6361.05,491.95,6,6
6744,260.052.208-53,train,2500.48,260.52,2,4
6745,113.111.986-01,train,3425.33,187.82,3,3
6746,043.393.215-59,train,7393.59,431.28,7,6
6747,168.706.905-02,train,5033.5,412.43,4,5
6748,509.099.770-54,train,3613.18,389.42,4,6
6749,548.937.343-18,train,4236.17,383.63,5,6
6750,424.118.724-29,train,61158.1,2388.92,7,5
6751,420.033.666-95,train,16144.0,1913.65,2,4
6752,273.876.736-24,train,4888.8,289.44,5,5
6753,842.939.907-04,train,4070.09,201.11,4,3
6754,300.101.596-90,train,2275.05,100.95,2,1
6755,397.007.278-66,train,14675.81,1004.27,9,9
6756,399.423.954-07,train,1462.89,120.31,1,1
6757,141.814.841-57,train,16350.53,1632.11,9,9
6758,502.753.743-35,train,3421.34,141.42,4,2
6759,965.121.304-30,train,3663.11,529.57,4,7
6760,624.581.940-79,train,29007.01,1254.47,3,2
6761,669.313.079-83,train,5101.33,548.21,5,7
6762,447.023.302-17,train,87999.91,8216.89,8,9
6763,828.092.408-68,train,9204.71,1273.47,0,2
6764,667.042.183-43,train,8109.69,872.94,7,8
6765,933.612.871-03,train,1422.1,91.86,1,1
6766,284.095.265-30,train,8888.66,1082.94,7,9
6767,011.324.362-65,train,2909.67,133.63,2,2
6768,934.664.077-45,train,7511.69,621.99,7,7
6769,791.850.101-20,train,1845.02,87.28,2,1
6770,333.216.604-23,train,3033.02,327.62,2,5
6771,533.847.112-46,train,4450.36,554.29,4,7
6772,150.494.874-20,train,14709.52,757.4,9,8
6773,510.979.958-01,train,2302.27,168.17,2,3
6774,289.593.624-25,train,2196.55,205.15,2,3
6775,745.381.120-11,train,12898.13,383.57,1,0
6776,385.142.328-35,train,8728.59,1071.41,7,9
6777,525.594.641-95,train,6102.8,216.46,6,4
6778,664.427.912-03,train,9766.24,1117.28,8,9
6779,578.446.023-41,train,602.25,87.32,0,1
6780,529.520.797-81,train,3991.24,280.28,4,4
6781,053.969.830-00,train,1249.16,54.85,0,0
6782,617.541.869-71,train,10111.11,56.67,8,0
6783,623.887.483-05,train,2517.85,224.43,2,4
6784,804.636.159-30,train,20664.57,3146.73,9,9
6785,080.915.441-20,train,1519.2,72.8,1,1
6786,940.973.072-40,train,7163.12,622.96,7,8
6787,365.151.831-00,train,5501.2,592.28,5,7
6788,753.403.682-89,train,52247.01,3655.99,6,6
6789,427.670.396-47,train,111022.52,14339.56,9,9
6790,467.557.295-23,train,3163.19,73.45,3,1
6791,830.644.752-23,train,4724.31,347.24,5,5
6792,830.644.752-23,train,9908.45,497.75,8,7
6793,990.379.834-21,train,19211.25,1077.87,2,2
6794,785.713.264-01,train,11359.16,310.42,1,0
6795,365.881.575-25,train,1852.81,149.73,1,2
6796,920.855.876-23,train,11988.38,442.26,8,6
6797,153.717.177-14,train,1804.02,76.22,1,1
6798,970.695.036-28,train,3470.94,234.72,3,4
6799,988.969.924-94,train,978.94,55.28,0,0
6800,217.304.388-90,train,23260.36,1490.44,9,9
6801,843.330.837-88,train,23317.08,2000.28,3,4
6802,513.846.709-39,train,2445.77,16.18,2,0
6803,759.857.630-05,train,2885.41,113.43,2,1
6804,368.587.075-06,train,16190.45,1638.59,9,9
6805,719.530.394-21,train,418.01,8.09,0,0
6806,678.155.161-22,train,1249.02,13.2,0,0
6807,157.793.184-09,train,1834.15,176.54,1,3
6808,946.459.559-00,train,47090.24,7093.72,6,8
