transacao_id,cpf,data_compra,split,churn_label,proxima_categoria,proximo_valor_bucket
50438,270.197.910-26,2025-01-29,train,0.0,Defensivos,7.0
50562,270.197.910-26,2025-01-31,train,0.0,Defensivos,4.0
54298,270.197.910-26,2025-03-14,train,0.0,Defensivos,1.0
57403,270.197.910-26,2025-04-19,train,1.0,Defensivos,9.0
95166,270.197.910-26,2026-06-18,test,0.0,Defensivos,0.0
98681,270.197.910-26,2026-07-20,test,0.0,Defensivos,0.0
99291,270.197.910-26,2026-07-24,test,,,
23896,270.213.123-93,2024-04-05,train,1.0,Defensivos,6.0
36171,270.213.123-93,2024-08-21,train,1.0,Sementes,1.0
49099,270.213.123-93,2025-01-14,train,1.0,Defensivos,9.0
66194,270.213.123-93,2025-07-30,train,1.0,,
30146,270.273.202-07,2024-06-14,train,0.0,Máquinas,0.0
33582,270.273.202-07,2024-07-23,train,1.0,,
16218,270.324.992-60,2024-01-08,train,0.0,Defensivos,7.0
26038,270.324.992-60,2024-04-30,train,0.0,Defensivos,4.0
28058,270.324.992-60,2024-05-23,train,0.0,Fertilizantes,4.0
28423,270.324.992-60,2024-05-27,train,1.0,Máquinas,2.0
57235,270.324.992-60,2025-04-17,train,0.0,Sementes,1.0
57255,270.324.992-60,2025-04-17,train,0.0,Sementes,2.0
59053,270.324.992-60,2025-05-09,train,0.0,Sementes,4.0
60910,270.324.992-60,2025-05-30,train,0.0,Defensivos,8.0
67215,270.324.992-60,2025-08-10,train,0.0,Defensivos,2.0
76832,270.324.992-60,2025-11-27,val,0.0,Defensivos,7.0
81599,270.324.992-60,2026-01-19,val,0.0,Defensivos,2.0
87442,270.324.992-60,2026-03-27,test,0.0,Defensivos,3.0
89317,270.324.992-60,2026-04-16,test,0.0,Defensivos,2.0
89673,270.324.992-60,2026-04-20,test,0.0,Defensivos,5.0
89811,270.324.992-60,2026-04-21,test,0.0,Defensivos,3.0
92397,270.324.992-60,2026-05-20,test,0.0,Defensivos,5.0
93111,270.324.992-60,2026-05-28,test,0.0,Defensivos,0.0
98641,270.324.992-60,2026-07-19,test,,,
16011,270.336.564-08,2024-01-06,train,0.0,Defensivos,4.0
19306,270.336.564-08,2024-02-13,train,0.0,Defensivos,0.0
24104,270.336.564-08,2024-04-08,train,1.0,Máquinas,5.0
46397,270.336.564-08,2024-12-15,train,1.0,Defensivos,1.0
67035,270.336.564-08,2025-08-08,train,0.0,Defensivos,7.0
68072,270.336.564-08,2025-08-20,train,0.0,Defensivos,3.0
70363,270.336.564-08,2025-09-16,train,0.0,Defensivos,7.0
72508,270.336.564-08,2025-10-10,train,0.0,Sementes,0.0
73055,270.336.564-08,2025-10-16,train,0.0,Máquinas,1.0
73884,270.336.564-08,2025-10-25,train,0.0,Defensivos,1.0
79623,270.336.564-08,2025-12-28,val,0.0,Máquinas,0.0
79867,270.336.564-08,2025-12-31,val,0.0,Defensivos,2.0
88045,270.336.564-08,2026-04-02,test,0.0,Sementes,5.0
89455,270.336.564-08,2026-04-18,test,,,
15056,270.485.842-03,2023-12-26,train,1.0,Fertilizantes,4.0
37006,270.485.842-03,2024-08-30,train,1.0,Fertilizantes,6.0
62898,270.485.842-03,2025-06-22,train,0.0,Defensivos,0.0
64675,270.485.842-03,2025-07-12,train,0.0,Fertilizantes,4.0
68398,270.485.842-03,2025-08-24,train,0.0,Máquinas,4.0
68535,270.485.842-03,2025-08-26,train,1.0,,
67522,270.704.709-08,2025-08-14,train,1.0,,
47998,270.775.288-63,2025-01-02,train,0.0,Defensivos,1.0
52250,270.775.288-63,2025-02-19,train,1.0,Sementes,3.0
72096,270.775.288-63,2025-10-05,train,0.0,Máquinas,9.0
81075,270.775.288-63,2026-01-13,val,1.0,,
97439,270.801.352-14,2026-07-10,test,,,
56101,270.891.751-03,2025-04-04,train,1.0,Defensivos,5.0
70438,270.891.751-03,2025-09-17,train,0.0,Máquinas,9.0
75699,270.891.751-03,2025-11-14,val,1.0,,
89439,270.897.265-09,2026-04-18,test,,,
5016,271.174.714-09,2023-09-09,train,0.0,Sementes,5.0
5832,271.174.714-09,2023-09-17,train,0.0,Máquinas,4.0
12349,271.174.714-09,2023-11-26,train,0.0,Fertilizantes,5.0
16432,271.174.714-09,2024-01-11,train,0.0,Sementes,1.0
16434,271.174.714-09,2024-01-11,train,0.0,Máquinas,0.0
20044,271.174.714-09,2024-02-21,train,1.0,Defensivos,5.0
40161,271.174.714-09,2024-10-05,train,0.0,Sementes,7.0
48533,271.174.714-09,2025-01-08,train,0.0,Sementes,7.0
49422,271.174.714-09,2025-01-18,train,0.0,Sementes,2.0
58656,271.174.714-09,2025-05-04,train,0.0,Sementes,0.0
58749,271.174.714-09,2025-05-05,train,0.0,Sementes,1.0
65201,271.174.714-09,2025-07-19,train,0.0,Sementes,9.0
66002,271.174.714-09,2025-07-28,train,0.0,Sementes,1.0
66793,271.174.714-09,2025-08-06,train,0.0,Sementes,8.0
68789,271.174.714-09,2025-08-29,train,0.0,Sementes,0.0
70750,271.174.714-09,2025-09-20,train,0.0,Sementes,0.0
71601,271.174.714-09,2025-09-29,train,0.0,Sementes,8.0
72208,271.174.714-09,2025-10-07,train,0.0,Sementes,8.0
77022,271.174.714-09,2025-11-29,val,0.0,Sementes,3.0
82389,271.174.714-09,2026-01-28,val,0.0,Máquinas,0.0
84975,271.174.714-09,2026-02-27,test,1.0,,
23881,271.174.917-79,2024-04-05,train,0.0,Defensivos,6.0
26289,271.174.917-79,2024-05-03,train,1.0,Máquinas,9.0
62656,271.174.917-79,2025-06-19,train,0.0,Defensivos,5.0
66646,271.174.917-79,2025-08-04,train,1.0,,
19124,271.235.557-16,2024-02-11,train,0.0,Máquinas,3.0
19220,271.235.557-16,2024-02-12,train,0.0,Máquinas,2.0
21030,271.235.557-16,2024-03-03,train,0.0,Fertilizantes,4.0
31098,271.235.557-16,2024-06-25,train,1.0,Máquinas,7.0
87738,271.235.557-16,2026-03-30,test,0.0,Fertilizantes,0.0
94112,271.235.557-16,2026-06-07,test,,,
16925,271.357.505-27,2024-01-16,train,0.0,Fertilizantes,2.0
20438,271.357.505-27,2024-02-25,train,1.0,Fertilizantes,3.0
32683,271.357.505-27,2024-07-13,train,1.0,,
2661,271.368.208-80,2023-08-17,train,1.0,Defensivos,6.0
62709,271.368.208-80,2025-06-20,train,0.0,Sementes,8.0
70885,271.368.208-80,2025-09-22,train,1.0,,
67678,271.527.556-04,2025-08-16,train,0.0,Defensivos,9.0
71956,271.527.556-04,2025-10-04,train,1.0,,
37564,271.560.787-39,2024-09-06,train,1.0,Máquinas,9.0
89915,271.560.787-39,2026-04-22,test,,,
1304,271.564.171-00,2023-08-05,train,0.0,Máquinas,8.0
9224,271.564.171-00,2023-10-23,train,1.0,Fertilizantes,0.0
29289,271.564.171-00,2024-06-05,train,1.0,Máquinas,9.0
52774,271.564.171-00,2025-02-26,train,0.0,Máquinas,8.0
53133,271.564.171-00,2025-03-02,train,1.0,Máquinas,4.0
86840,271.564.171-00,2026-03-20,test,0.0,Sementes,5.0
94274,271.564.171-00,2026-06-09,test,,,
15882,271.604.644-19,2024-01-04,train,1.0,Máquinas,6.0
42644,271.604.644-19,2024-11-02,train,1.0,Fertilizantes,4.0
62973,271.604.644-19,2025-06-23,train,0.0,Máquinas,3.0
70892,271.604.644-19,2025-09-22,train,1.0,Máquinas,3.0
89334,271.604.644-19,2026-04-16,test,,,
6892,271.658.195-92,2023-09-28,train,0.0,Fertilizantes,9.0
8668,271.658.195-92,2023-10-17,train,0.0,Máquinas,4.0
11110,271.658.195-92,2023-11-13,train,0.0,Fertilizantes,5.0
13048,271.658.195-92,2023-12-04,train,0.0,Fertilizantes,2.0
13666,271.658.195-92,2023-12-11,train,0.0,Fertilizantes,4.0
19754,271.658.195-92,2024-02-17,train,0.0,Defensivos,0.0
20102,271.658.195-92,2024-02-21,train,1.0,Defensivos,6.0
60482,271.658.195-92,2025-05-25,train,0.0,Defensivos,5.0
62102,271.658.195-92,2025-06-13,train,1.0,Máquinas,6.0
75781,271.658.195-92,2025-11-15,val,0.0,Fertilizantes,1.0
76092,271.658.195-92,2025-11-19,val,0.0,Sementes,2.0
76710,271.658.195-92,2025-11-26,val,0.0,Fertilizantes,7.0
77641,271.658.195-92,2025-12-06,val,1.0,,
49827,271.661.479-20,2025-01-23,train,1.0,,
29194,271.666.833-76,2024-06-04,train,0.0,Máquinas,3.0
29921,271.666.833-76,2024-06-11,train,0.0,Defensivos,6.0
34705,271.666.833-76,2024-08-05,train,0.0,Máquinas,4.0
38415,271.666.833-76,2024-09-15,train,0.0,Máquinas,3.0
41629,271.666.833-76,2024-10-22,train,1.0,Máquinas,7.0
56111,271.666.833-76,2025-04-04,train,0.0,Máquinas,0.0
58549,271.666.833-76,2025-05-03,train,0.0,Defensivos,8.0
60145,271.666.833-76,2025-05-22,train,0.0,Máquinas,0.0
60256,271.666.833-76,2025-05-23,train,0.0,Defensivos,3.0
64647,271.666.833-76,2025-07-12,train,1.0,Máquinas,4.0
89981,271.666.833-76,2026-04-23,test,,,
2762,271.704.299-77,2023-08-18,train,1.0,,
17920,271.726.886-35,2024-01-28,train,0.0,Sementes,8.0
18793,271.726.886-35,2024-02-07,train,0.0,Defensivos,8.0
22504,271.726.886-35,2024-03-20,train,0.0,Sementes,4.0
32040,271.726.886-35,2024-07-05,train,0.0,Sementes,6.0
41838,271.726.886-35,2024-10-24,train,1.0,Máquinas,6.0
55396,271.726.886-35,2025-03-26,train,1.0,Defensivos,9.0
65914,271.726.886-35,2025-07-27,train,1.0,Máquinas,0.0
78660,271.726.886-35,2025-12-17,val,1.0,,
14325,271.727.586-09,2023-12-18,train,1.0,Defensivos,2.0
36647,271.727.586-09,2024-08-26,train,0.0,Máquinas,5.0
44569,271.727.586-09,2024-11-25,train,0.0,Máquinas,0.0
49355,271.727.586-09,2025-01-17,train,0.0,Defensivos,7.0
49357,271.727.586-09,2025-01-17,train,0.0,Defensivos,4.0
50597,271.727.586-09,2025-01-31,train,1.0,Defensivos,3.0
63269,271.727.586-09,2025-06-26,train,0.0,Defensivos,2.0
66957,271.727.586-09,2025-08-08,train,0.0,Defensivos,4.0
66959,271.727.586-09,2025-08-08,train,0.0,Sementes,0.0
68883,271.727.586-09,2025-08-30,train,1.0,Defensivos,4.0
83146,271.727.586-09,2026-02-06,test,0.0,Defensivos,4.0
89489,271.727.586-09,2026-04-18,test,0.0,Defensivos,3.0
89887,271.727.586-09,2026-04-22,test,0.0,Fertilizantes,2.0
97244,271.727.586-09,2026-07-08,test,0.0,Sementes,6.0
97679,271.727.586-09,2026-07-12,test,,,
66596,271.848.302-45,2025-08-03,train,1.0,,
12784,271.899.887-34,2023-12-01,train,1.0,Defensivos,9.0
94102,271.899.887-34,2026-06-07,test,,,
26898,271.904.389-39,2024-05-10,train,1.0,,
73230,271.920.371-84,2025-10-18,train,1.0,,
27990,272.056.746-97,2024-05-22,train,1.0,,
14603,272.067.023-50,2023-12-21,train,1.0,Sementes,4.0
54713,272.067.023-50,2025-03-19,train,1.0,,
15218,272.199.891-99,2023-12-28,train,1.0,Fertilizantes,7.0
41973,272.199.891-99,2024-10-26,train,0.0,Fertilizantes,9.0
49690,272.199.891-99,2025-01-21,train,0.0,Máquinas,5.0
57985,272.199.891-99,2025-04-26,train,0.0,Fertilizantes,5.0
65469,272.199.891-99,2025-07-22,train,0.0,Defensivos,1.0
72628,272.199.891-99,2025-10-11,train,0.0,Sementes,2.0
73716,272.199.891-99,2025-10-23,train,0.0,Fertilizantes,1.0
81611,272.199.891-99,2026-01-20,val,1.0,Fertilizantes,5.0
96113,272.199.891-99,2026-06-27,test,,,
9361,272.231.955-17,2023-10-25,train,0.0,Máquinas,7.0
10379,272.231.955-17,2023-11-05,train,1.0,Defensivos,0.0
33907,272.231.955-17,2024-07-27,train,1.0,Defensivos,4.0
46203,272.231.955-17,2024-12-13,train,0.0,Fertilizantes,3.0
50204,272.231.955-17,2025-01-27,train,0.0,Defensivos,1.0
50877,272.231.955-17,2025-02-03,train,1.0,,
9627,272.259.051-47,2023-10-28,train,1.0,Defensivos,1.0
22865,272.259.051-47,2024-03-24,train,1.0,Defensivos,7.0
38707,272.259.051-47,2024-09-18,train,1.0,Máquinas,4.0
69101,272.259.051-47,2025-09-01,train,0.0,Sementes,5.0
69595,272.259.051-47,2025-09-07,train,1.0,Máquinas,7.0
81080,272.259.051-47,2026-01-13,val,1.0,,
6023,272.288.947-15,2023-09-19,train,1.0,Fertilizantes,4.0
67729,272.288.947-15,2025-08-17,train,1.0,Máquinas,2.0
87806,272.288.947-15,2026-03-31,test,0.0,Máquinas,2.0
95057,272.288.947-15,2026-06-17,test,,,
61793,272.322.051-63,2025-06-09,train,1.0,,
11404,272.337.657-58,2023-11-16,train,1.0,Fertilizantes,1.0
47109,272.337.657-58,2024-12-23,train,1.0,,
14455,272.370.151-41,2023-12-19,train,0.0,Fertilizantes,2.0
16551,272.370.151-41,2024-01-12,train,1.0,Defensivos,3.0
45255,272.370.151-41,2024-12-02,train,1.0,Defensivos,2.0
71650,272.370.151-41,2025-09-30,train,0.0,Sementes,5.0
74109,272.370.151-41,2025-10-28,train,1.0,,
729,272.379.067-39,2023-08-01,train,0.0,Máquinas,7.0
1662,272.379.067-39,2023-08-08,train,0.0,Defensivos,6.0
1918,272.379.067-39,2023-08-10,train,0.0,Máquinas,7.0
1930,272.379.067-39,2023-08-10,train,0.0,Defensivos,0.0
3047,272.379.067-39,2023-08-21,train,0.0,Máquinas,6.0
5061,272.379.067-39,2023-09-09,train,0.0,Máquinas,8.0
5198,272.379.067-39,2023-09-11,train,0.0,Defensivos,5.0
5255,272.379.067-39,2023-09-11,train,0.0,Fertilizantes,4.0
12284,272.379.067-39,2023-11-26,train,0.0,Sementes,7.0
12830,272.379.067-39,2023-12-02,train,0.0,Defensivos,4.0
15230,272.379.067-39,2023-12-28,train,0.0,Máquinas,4.0
15231,272.379.067-39,2023-12-28,train,0.0,Máquinas,7.0
15468,272.379.067-39,2023-12-30,train,0.0,Máquinas,3.0
18357,272.379.067-39,2024-02-02,train,0.0,Sementes,8.0
19623,272.379.067-39,2024-02-16,train,0.0,Máquinas,0.0
19935,272.379.067-39,2024-02-19,train,0.0,Sementes,6.0
20359,272.379.067-39,2024-02-24,train,0.0,Fertilizantes,9.0
26461,272.379.067-39,2024-05-05,train,0.0,Defensivos,1.0
26473,272.379.067-39,2024-05-05,train,0.0,Defensivos,4.0
29109,272.379.067-39,2024-06-03,train,0.0,Defensivos,2.0
29161,272.379.067-39,2024-06-03,train,0.0,Máquinas,6.0
30116,272.379.067-39,2024-06-14,train,0.0,Sementes,6.0
32392,272.379.067-39,2024-07-10,train,0.0,Defensivos,5.0
33058,272.379.067-39,2024-07-17,train,0.0,Defensivos,0.0
34131,272.379.067-39,2024-07-29,train,0.0,Sementes,2.0
34217,272.379.067-39,2024-07-30,train,0.0,Defensivos,7.0
34312,272.379.067-39,2024-07-31,train,0.0,Máquinas,7.0
34734,272.379.067-39,2024-08-05,train,0.0,Defensivos,3.0
35748,272.379.067-39,2024-08-17,train,0.0,Sementes,1.0
37757,272.379.067-39,2024-09-08,train,0.0,Defensivos,9.0
38896,272.379.067-39,2024-09-20,train,0.0,Fertilizantes,9.0
40843,272.379.067-39,2024-10-13,train,0.0,Máquinas,3.0
40940,272.379.067-39,2024-10-14,train,0.0,Defensivos,9.0
41859,272.379.067-39,2024-10-24,train,0.0,Máquinas,9.0
42281,272.379.067-39,2024-10-29,train,0.0,Máquinas,5.0
47662,272.379.067-39,2024-12-29,train,0.0,Máquinas,9.0
55825,272.379.067-39,2025-03-31,train,0.0,Máquinas,5.0
56491,272.379.067-39,2025-04-08,train,0.0,Defensivos,9.0
57483,272.379.067-39,2025-04-20,train,0.0,Sementes,1.0
58275,272.379.067-39,2025-04-29,train,1.0,Defensivos,1.0
70167,272.379.067-39,2025-09-14,train,0.0,Sementes,7.0
71751,272.379.067-39,2025-10-01,train,0.0,Máquinas,7.0
76450,272.379.067-39,2025-11-23,val,0.0,Máquinas,9.0
80429,272.379.067-39,2026-01-06,val,0.0,Máquinas,2.0
82561,272.379.067-39,2026-01-30,test,0.0,Máquinas,4.0
83475,272.379.067-39,2026-02-10,test,0.0,Máquinas,4.0
83989,272.379.067-39,2026-02-16,test,0.0,Máquinas,0.0
88750,272.379.067-39,2026-04-10,test,0.0,Sementes,5.0
88829,272.379.067-39,2026-04-11,test,0.0,Fertilizantes,3.0
88833,272.379.067-39,2026-04-11,test,0.0,Máquinas,4.0
89213,272.379.067-39,2026-04-15,test,0.0,Sementes,7.0
91947,272.379.067-39,2026-05-15,test,0.0,Máquinas,1.0
93094,272.379.067-39,2026-05-28,test,0.0,Fertilizantes,4.0
93262,272.379.067-39,2026-05-29,test,0.0,Fertilizantes,2.0
93511,272.379.067-39,2026-06-01,test,0.0,Sementes,8.0
94087,272.379.067-39,2026-06-07,test,0.0,Máquinas,0.0
95125,272.379.067-39,2026-06-17,test,0.0,Fertilizantes,5.0
95432,272.379.067-39,2026-06-21,test,0.0,Defensivos,1.0
95643,272.379.067-39,2026-06-23,test,0.0,Máquinas,6.0
98586,272.379.067-39,2026-07-19,test,0.0,Defensivos,4.0
99345,272.379.067-39,2026-07-24,test,,,
14873,272.411.914-20,2023-12-24,train,0.0,Sementes,9.0
15893,272.411.914-20,2024-01-04,train,1.0,Fertilizantes,4.0
30385,272.411.914-20,2024-06-17,train,0.0,Fertilizantes,4.0
31994,272.411.914-20,2024-07-05,train,0.0,Defensivos,7.0
36196,272.411.914-20,2024-08-21,train,1.0,Sementes,7.0
50310,272.411.914-20,2025-01-28,train,1.0,Defensivos,8.0
64371,272.411.914-20,2025-07-09,train,0.0,Sementes,5.0
66997,272.411.914-20,2025-08-08,train,0.0,Máquinas,4.0
74969,272.411.914-20,2025-11-07,val,1.0,Fertilizantes,0.0
98745,272.411.914-20,2026-07-20,test,,,
24638,272.416.417-28,2024-04-13,train,1.0,Fertilizantes,6.0
40862,272.416.417-28,2024-10-13,train,1.0,,
8501,272.667.744-46,2023-10-15,train,0.0,Defensivos,0.0
10851,272.667.744-46,2023-11-10,train,0.0,Defensivos,4.0
11009,272.667.744-46,2023-11-12,train,0.0,Defensivos,6.0
11733,272.667.744-46,2023-11-20,train,0.0,Defensivos,4.0
18361,272.667.744-46,2024-02-02,train,0.0,Defensivos,0.0
19153,272.667.744-46,2024-02-11,train,0.0,Defensivos,6.0
21628,272.667.744-46,2024-03-10,train,0.0,Defensivos,4.0
22062,272.667.744-46,2024-03-15,train,0.0,Defensivos,1.0
23065,272.667.744-46,2024-03-26,train,0.0,Máquinas,7.0
23149,272.667.744-46,2024-03-27,train,0.0,Defensivos,2.0
23732,272.667.744-46,2024-04-03,train,0.0,Defensivos,6.0
25908,272.667.744-46,2024-04-29,train,0.0,Fertilizantes,9.0
28893,272.667.744-46,2024-05-31,train,0.0,Defensivos,8.0
31449,272.667.744-46,2024-06-29,train,0.0,Fertilizantes,7.0
32572,272.667.744-46,2024-07-11,train,0.0,Defensivos,5.0
37257,272.667.744-46,2024-09-02,train,0.0,Defensivos,4.0
38961,272.667.744-46,2024-09-21,train,1.0,Máquinas,8.0
52471,272.667.744-46,2025-02-22,train,0.0,Defensivos,1.0
62038,272.667.744-46,2025-06-13,train,0.0,Defensivos,4.0
62265,272.667.744-46,2025-06-15,train,0.0,Defensivos,2.0
64017,272.667.744-46,2025-07-05,train,0.0,Defensivos,4.0
64397,272.667.744-46,2025-07-09,train,0.0,Defensivos,0.0
74444,272.667.744-46,2025-11-01,val,0.0,Máquinas,7.0
74553,272.667.744-46,2025-11-02,val,0.0,Fertilizantes,5.0
75044,272.667.744-46,2025-11-07,val,0.0,Defensivos,3.0
78131,272.667.744-46,2025-12-12,val,0.0,Defensivos,2.0
78385,272.667.744-46,2025-12-14,val,0.0,Defensivos,0.0
81740,272.667.744-46,2026-01-21,val,0.0,Máquinas,6.0
84666,272.667.744-46,2026-02-23,test,0.0,Defensivos,0.0
87769,272.667.744-46,2026-03-30,test,0.0,Defensivos,8.0
88059,272.667.744-46,2026-04-03,test,0.0,Defensivos,9.0
88452,272.667.744-46,2026-04-07,test,0.0,Fertilizantes,6.0
89123,272.667.744-46,2026-04-14,test,0.0,Máquinas,1.0
90781,272.667.744-46,2026-05-02,test,0.0,Fertilizantes,4.0
91131,272.667.744-46,2026-05-06,test,0.0,Defensivos,6.0
91134,272.667.744-46,2026-05-06,test,0.0,Máquinas,1.0
93950,272.667.744-46,2026-06-06,test,0.0,Defensivos,2.0
94183,272.667.744-46,2026-06-08,test,,,
68899,272.676.396-07,2025-08-30,train,0.0,Defensivos,0.0
72617,272.676.396-07,2025-10-11,train,1.0,Defensivos,5.0
88354,272.676.396-07,2026-04-06,test,0.0,Defensivos,6.0
96243,272.676.396-07,2026-06-29,test,,,
48924,272.713.440-12,2025-01-12,train,0.0,Sementes,4.0
49481,272.713.440-12,2025-01-19,train,1.0,Sementes,6.0
72805,272.713.440-12,2025-10-13,train,0.0,Sementes,4.0
72962,272.713.440-12,2025-10-15,train,1.0,Defensivos,8.0
85267,272.713.440-12,2026-03-02,test,0.0,Sementes,5.0
94909,272.713.440-12,2026-06-15,test,0.0,Sementes,8.0
98936,272.713.440-12,2026-07-22,test,,,
63448,272.728.501-91,2025-06-28,train,1.0,,
272,272.745.213-65,2023-07-29,train,1.0,Fertilizantes,1.0
12653,272.745.213-65,2023-11-30,train,1.0,Defensivos,0.0
34259,272.745.213-65,2024-07-30,train,0.0,Defensivos,9.0
38115,272.745.213-65,2024-09-12,train,1.0,Fertilizantes,7.0
50510,272.745.213-65,2025-01-30,train,0.0,Defensivos,4.0
54612,272.745.213-65,2025-03-18,train,0.0,Defensivos,2.0
58299,272.745.213-65,2025-04-29,train,0.0,Máquinas,6.0
60568,272.745.213-65,2025-05-26,train,0.0,Fertilizantes,9.0
67952,272.745.213-65,2025-08-19,train,0.0,Defensivos,3.0
69950,272.745.213-65,2025-09-11,train,0.0,Máquinas,1.0
74840,272.745.213-65,2025-11-05,val,0.0,Defensivos,4.0
76577,272.745.213-65,2025-11-24,val,0.0,Defensivos,2.0
79647,272.745.213-65,2025-12-28,val,0.0,Máquinas,2.0
79658,272.745.213-65,2025-12-28,val,0.0,Defensivos,7.0
88292,272.745.213-65,2026-04-05,test,,,
33095,272.800.376-90,2024-07-18,train,1.0,Fertilizantes,2.0
50808,272.800.376-90,2025-02-03,train,0.0,Defensivos,9.0
55958,272.800.376-90,2025-04-02,train,1.0,,
69171,272.828.419-93,2025-09-02,train,1.0,Defensivos,8.0
91406,272.828.419-93,2026-05-10,test,,,
9941,272.875.026-23,2023-10-31,train,0.0,Máquinas,7.0
10552,272.875.026-23,2023-11-06,train,0.0,Máquinas,6.0
18017,272.875.026-23,2024-01-29,train,1.0,,
3431,272.920.261-76,2023-08-24,train,1.0,Máquinas,2.0
18153,272.920.261-76,2024-01-31,train,1.0,Defensivos,1.0
31779,272.920.261-76,2024-07-02,train,0.0,Fertilizantes,9.0
35742,272.920.261-76,2024-08-17,train,1.0,Máquinas,2.0
52338,272.920.261-76,2025-02-20,train,1.0,Máquinas,4.0
75076,272.920.261-76,2025-11-08,val,1.0,Máquinas,4.0
88329,272.920.261-76,2026-04-06,test,0.0,Máquinas,0.0
91993,272.920.261-76,2026-05-16,test,,,
29685,273.024.709-28,2024-06-09,train,1.0,Fertilizantes,2.0
50354,273.024.709-28,2025-01-28,train,1.0,Fertilizantes,5.0
89223,273.024.709-28,2026-04-15,test,,,
15763,273.035.153-13,2024-01-03,train,1.0,Fertilizantes,9.0
47188,273.035.153-13,2024-12-24,train,1.0,,
36191,273.049.946-65,2024-08-21,train,1.0,,
30499,273.302.889-85,2024-06-18,train,1.0,Sementes,1.0
55790,273.302.889-85,2025-03-31,train,1.0,Máquinas,1.0
76594,273.302.889-85,2025-11-25,val,1.0,Defensivos,8.0
90267,273.302.889-85,2026-04-27,test,0.0,Sementes,8.0
97002,273.302.889-85,2026-07-06,test,0.0,Sementes,8.0
99908,273.302.889-85,2026-07-27,test,,,
33201,273.324.813-83,2024-07-19,train,1.0,Fertilizantes,0.0
52238,273.324.813-83,2025-02-19,train,1.0,Fertilizantes,4.0
66455,273.324.813-83,2025-08-02,train,1.0,Sementes,9.0
77965,273.324.813-83,2025-12-10,val,0.0,Fertilizantes,4.0
87334,273.324.813-83,2026-03-26,test,1.0,,
5747,273.337.037-54,2023-09-16,train,1.0,Fertilizantes,2.0
23503,273.337.037-54,2024-04-01,train,1.0,Sementes,0.0
43713,273.337.037-54,2024-11-15,train,0.0,Sementes,0.0
48058,273.337.037-54,2025-01-03,train,1.0,Sementes,9.0
63692,273.337.037-54,2025-07-01,train,0.0,Sementes,5.0
71049,273.337.037-54,2025-09-23,train,1.0,,
7393,273.395.984-05,2023-10-04,train,1.0,Sementes,3.0
19734,273.395.984-05,2024-02-17,train,1.0,Máquinas,1.0
51353,273.395.984-05,2025-02-09,train,1.0,Sementes,8.0
79166,273.395.984-05,2025-12-23,val,1.0,,
24606,273.438.270-90,2024-04-13,train,1.0,Fertilizantes,4.0
45769,273.438.270-90,2024-12-08,train,0.0,Sementes,2.0
48939,273.438.270-90,2025-01-13,train,1.0,,
5792,273.469.575-80,2023-09-16,train,0.0,Sementes,0.0
13291,273.469.575-80,2023-12-07,train,0.0,Sementes,6.0
13875,273.469.575-80,2023-12-13,train,0.0,Sementes,4.0
14382,273.469.575-80,2023-12-19,train,0.0,Sementes,2.0
23442,273.469.575-80,2024-03-31,train,0.0,Sementes,9.0
31368,273.469.575-80,2024-06-28,train,0.0,Sementes,5.0
34479,273.469.575-80,2024-08-02,train,1.0,Fertilizantes,2.0
45911,273.469.575-80,2024-12-09,train,0.0,Máquinas,6.0
45914,273.469.575-80,2024-12-09,train,1.0,Sementes,8.0
82830,273.469.575-80,2026-02-02,test,1.0,,
57411,273.505.202-80,2025-04-19,train,1.0,,
32636,273.563.795-62,2024-07-12,train,0.0,Máquinas,7.0
34912,273.563.795-62,2024-08-07,train,0.0,Máquinas,0.0
38353,273.563.795-62,2024-09-15,train,0.0,Máquinas,2.0
39723,273.563.795-62,2024-09-30,train,0.0,Máquinas,6.0
43946,273.563.795-62,2024-11-18,train,0.0,Máquinas,7.0
48888,273.563.795-62,2025-01-12,train,1.0,Máquinas,5.0
71554,273.563.795-62,2025-09-29,train,0.0,Sementes,5.0
80232,273.563.795-62,2026-01-04,val,0.0,Máquinas,8.0
81264,273.563.795-62,2026-01-15,val,1.0,Fertilizantes,5.0
94300,273.563.795-62,2026-06-09,test,0.0,Fertilizantes,1.0
94680,273.563.795-62,2026-06-13,test,,,
33963,273.582.765-82,2024-07-27,train,1.0,Defensivos,9.0
91891,273.582.765-82,2026-05-15,test,0.0,Fertilizantes,2.0
99646,273.582.765-82,2026-07-26,test,,,
5988,273.594.559-60,2023-09-19,train,1.0,,
3615,273.642.792-02,2023-08-26,train,0.0,Defensivos,2.0
9645,273.642.792-02,2023-10-28,train,0.0,Fertilizantes,1.0
17338,273.642.792-02,2024-01-21,train,1.0,Defensivos,2.0
42496,273.642.792-02,2024-10-31,train,1.0,,
1842,273.830.905-43,2023-08-10,train,1.0,Defensivos,6.0
16335,273.830.905-43,2024-01-10,train,0.0,Defensivos,5.0
18689,273.830.905-43,2024-02-06,train,0.0,Defensivos,7.0
22216,273.830.905-43,2024-03-16,train,1.0,Defensivos,8.0
39977,273.830.905-43,2024-10-03,train,1.0,Defensivos,4.0
80584,273.830.905-43,2026-01-08,val,1.0,,
1260,273.876.736-24,2023-08-05,train,0.0,Defensivos,7.0
6534,273.876.736-24,2023-09-24,train,0.0,Sementes,5.0
6752,273.876.736-24,2023-09-27,train,1.0,Sementes,9.0
